Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;6907;1,8;349;77;272;t0000
dolnoœl¹skie;boles³awiecki;27;3;2;0;2;t0201
dolnoœl¹skie;dzier¿oniowski;8;0,8;1;0;1;t0202
dolnoœl¹skie;g³ogowski;15;1,69;0;0;0;t0203
dolnoœl¹skie;górowski;4;1,15;0;0;0;t0204
dolnoœl¹skie;jaworski;9;1,8;1;1;0;t0205
dolnoœl¹skie;jeleniogórski;10;1,58;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;5;1,16;1;0;1;t0207
dolnoœl¹skie;k³odzki;20;1,27;5;0;5;t0208
dolnoœl¹skie;legnicki;13;2,35;0;0;0;t0209
dolnoœl¹skie;lubañski;16;2,96;0;0;0;t0210
dolnoœl¹skie;lubiñski;18;1,7;2;0;2;t0211
dolnoœl¹skie;lwówecki;10;2,18;0;0;0;t0212
dolnoœl¹skie;milicki;1;0,27;0;0;0;t0213
dolnoœl¹skie;oleœnicki;9;0,84;0;0;0;t0214
dolnoœl¹skie;o³awski;8;1,04;0;0;0;t0215
dolnoœl¹skie;polkowicki;7;1,11;0;0;0;t0216
dolnoœl¹skie;strzeliñski;6;1,38;1;0;1;t0217
dolnoœl¹skie;œredzki;12;2,17;0;0;0;t0218
dolnoœl¹skie;œwidnicki;18;1,15;2;0;2;t0219
dolnoœl¹skie;trzebnicki;14;1,64;1;0;1;t0220
dolnoœl¹skie;wa³brzyski;13;2,35;0;0;0;t0221
dolnoœl¹skie;wo³owski;7;1,5;0;0;0;t0222
dolnoœl¹skie;wroc³awski;34;2,21;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;17;2,64;1;1;0;t0224
dolnoœl¹skie;zgorzelecki;24;2,7;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;5;1,16;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;10;1,27;2;1;1;t0261
dolnoœl¹skie;Legnica;24;2,42;3;1;2;t0262
dolnoœl¹skie;Wroc³aw;125;1,94;6;0;6;t0264
dolnoœl¹skie;Wa³brzych;30;2,71;2;0;2;t0265
kujawsko-pomorskie;aleksandrowski;17;3,09;1;0;1;t0401
kujawsko-pomorskie;brodnicki;8;1,01;0;0;0;t0402
kujawsko-pomorskie;bydgoski;82;6,86;1;0;1;t0403
kujawsko-pomorskie;che³miñski;10;1,93;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;8;1,78;1;0;1;t0405
kujawsko-pomorskie;grudzi¹dzki;11;2,74;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;24;1,51;0;0;0;t0407
kujawsko-pomorskie;lipnowski;22;3,35;2;1;1;t0408
kujawsko-pomorskie;mogileñski;6;1,32;0;0;0;t0409
kujawsko-pomorskie;nakielski;51;5,91;0;0;0;t0410
kujawsko-pomorskie;radziejowski;4;0,99;0;0;0;t0411
