wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;14151;3,69;553;144;409;t0000
dolnoœl¹skie;boles³awiecki;38;4,22;4;0;4;t0201
dolnoœl¹skie;dzier¿oniowski;1;0,10;1;0;1;t0202
dolnoœl¹skie;g³ogowski;20;2,25;0;0;0;t0203
dolnoœl¹skie;górowski;14;4,03;0;0;0;t0204
dolnoœl¹skie;jaworski;12;2,40;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;7;1,10;1;0;1;t0206
dolnoœl¹skie;kamiennogórski;2;0,46;0;0;0;t0207
dolnoœl¹skie;k³odzki;10;0,64;3;0;3;t0208
dolnoœl¹skie;legnicki;16;2,90;0;0;0;t0209
dolnoœl¹skie;lubañski;12;2,22;0;0;0;t0210
dolnoœl¹skie;lubiñski;13;1,23;4;0;4;t0211
dolnoœl¹skie;lwówecki;13;2,84;1;1;0;t0212
dolnoœl¹skie;milicki;10;2,71;0;0;0;t0213
dolnoœl¹skie;oleœnicki;18;1,68;0;0;0;t0214
dolnoœl¹skie;o³awski;18;2,34;7;4;3;t0215
dolnoœl¹skie;polkowicki;19;3,01;0;0;0;t0216
dolnoœl¹skie;strzeliñski;3;0,69;2;0;2;t0217
dolnoœl¹skie;œredzki;27;4,88;1;0;1;t0218
dolnoœl¹skie;œwidnicki;23;1,47;4;0;4;t0219
dolnoœl¹skie;trzebnicki;14;1,64;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;9;1,62;0;0;0;t0221
dolnoœl¹skie;wo³owski;6;1,28;0;0;0;t0222
dolnoœl¹skie;wroc³awski;37;2,40;1;1;0;t0223
dolnoœl¹skie;z¹bkowicki;27;4,19;3;1;2;t0224
dolnoœl¹skie;zgorzelecki;11;1,24;1;1;0;t0225
dolnoœl¹skie;z³otoryjski;12;2,77;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;6;0,76;0;0;0;t0261
dolnoœl¹skie;Legnica;23;2,32;1;1;0;t0262
dolnoœl¹skie;Wroc³aw;160;2,49;6;6;0;t0264
dolnoœl¹skie;Wa³brzych;16;1,45;4;1;3;t0265
kujawsko-pomorskie;aleksandrowski;14;2,55;3;1;2;t0401
kujawsko-pomorskie;brodnicki;40;5,06;0;0;0;t0402
kujawsko-pomorskie;bydgoski;119;9,96;2;0;2;t0403
kujawsko-pomorskie;che³miñski;50;9,65;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;14;3,11;2;0;2;t0405
kujawsko-pomorskie;grudzi¹dzki;21;5,22;1;1;0;t0406
kujawsko-pomorskie;inowroc³awski;125;7,85;2;0;2;t0407
kujawsko-pomorskie;lipnowski;24;3,66;1;0;1;t0408
kujawsko-pomorskie;mogileñski;18;3,95;0;0;0;t0409
kujawsko-pomorskie;nakielski;12;1,39;0;0;0;t0410
kujawsko-pomorskie;radziejowski;14;3,48;0;0;0;t0411
kujawsko-pomorskie;rypiñski;12;2,76;2;0;2;t0412
kujawsko-pomorskie;sêpoleñski;14;3,42;0;0;0;t0413
kujawsko-pomorskie;œwiecki;93;9,40;2;0;2;t0414
kujawsko-pomorskie;toruñski;79;7,25;0;0;0;t0415
kujawsko-pomorskie;tucholski;20;4,14;1;0;1;t0416
kujawsko-pomorskie;w¹brzeski;58;17,00;2;2;0;t0417
kujawsko-pomorskie;w³oc³awski;28;3,26;4;0;4;t0418
kujawsko-pomorskie;¿niñski;11;1,57;2;0;2;t0419
kujawsko-pomorskie;Bydgoszcz;205;5,91;10;0;10;t0461
kujawsko-pomorskie;Grudzi¹dz;83;8,82;1;0;1;t0462
kujawsko-pomorskie;Toruñ;179;8,90;3;0;3;t0463
kujawsko-pomorskie;W³oc³awek;66;6,04;4;1;3;t0464
lubelskie;bialski;31;2,81;2;2;0;t0601
lubelskie;bi³gorajski;17;1,69;0;0;0;t0602
lubelskie;che³mski;30;3,86;0;0;0;t0603
lubelskie;hrubieszowski;22;3,52;1;0;1;t0604
lubelskie;janowski;15;3,30;0;0;0;t0605
lubelskie;krasnostawski;33;5,24;2;2;0;t0606
lubelskie;kraœnicki;25;2,63;1;1;0;t0607
lubelskie;lubartowski;6;0,68;0;0;0;t0608
lubelskie;lubelski;39;2,50;1;0;1;t0609
lubelskie;³êczyñski;37;6,46;2;0;2;t0610
lubelskie;³ukowski;6;0,56;1;1;0;t0611
lubelskie;opolski;23;3,90;0;0;0;t0612
lubelskie;parczewski;1;0,29;1;0;1;t0613
lubelskie;pu³awski;23;2,04;1;0;1;t0614
lubelskie;radzyñski;3;0,51;0;0;0;t0615
lubelskie;rycki;15;2,69;1;1;0;t0616
lubelskie;œwidnicki;38;5,30;1;1;0;t0617
lubelskie;tomaszowski;25;3,04;1;0;1;t0618
lubelskie;w³odawski;34;8,90;1;1;0;t0619
lubelskie;zamojski;23;2,17;0;0;0;t0620
lubelskie;Bia³a Podlaska;20;3,50;4;1;3;t0661
lubelskie;Che³m;32;5,20;0;0;0;t0662
lubelskie;Lublin;140;4,12;8;2;6;t0663
lubelskie;Zamoœæ;19;3,01;0;0;0;t0664
lubuskie;gorzowski;42;5,83;1;1;0;t0801
lubuskie;kroœnieñski;7;1,28;0;0;0;t0802
lubuskie;miêdzyrzecki;8;1,39;1;1;0;t0803
lubuskie;nowosolski;16;1,86;0;0;0;t0804
lubuskie;s³ubicki;23;4,90;2;0;2;t0805
lubuskie;strzelecko-drezdenecki;28;5,73;0;0;0;t0806
lubuskie;sulêciñski;9;2,56;2;2;0;t0807
lubuskie;œwiebodziñski;23;4,13;2;2;0;t0808
lubuskie;zielonogórski;28;3,70;0;0;0;t0809
lubuskie;¿agañski;12;1,53;0;0;0;t0810
lubuskie;¿arski;45;4,70;0;0;0;t0811
lubuskie;wschowski;8;2,06;0;0;0;t0812
