wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;5739;1,50;61;7;54;t0000
dolnoœl¹skie;boles³awiecki;7;0,78;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;5;0,50;0;0;0;t0202
dolnoœl¹skie;g³ogowski;8;0,90;0;0;0;t0203
dolnoœl¹skie;górowski;3;0,86;0;0;0;t0204
dolnoœl¹skie;jaworski;5;1,00;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;17;2,68;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;3;0,70;0;0;0;t0207
dolnoœl¹skie;k³odzki;3;0,19;0;0;0;t0208
dolnoœl¹skie;legnicki;2;0,36;0;0;0;t0209
dolnoœl¹skie;lubañski;0;0;0;0;0;t0210
dolnoœl¹skie;lubiñski;6;0,57;0;0;0;t0211
dolnoœl¹skie;lwówecki;1;0,22;0;0;0;t0212
dolnoœl¹skie;milicki;4;1,08;0;0;0;t0213
dolnoœl¹skie;oleœnicki;7;0,65;0;0;0;t0214
dolnoœl¹skie;o³awski;15;1,95;0;0;0;t0215
dolnoœl¹skie;polkowicki;3;0,48;0;0;0;t0216
dolnoœl¹skie;strzeliñski;3;0,69;0;0;0;t0217
dolnoœl¹skie;œredzki;3;0,54;0;0;0;t0218
dolnoœl¹skie;œwidnicki;4;0,26;0;0;0;t0219
dolnoœl¹skie;trzebnicki;5;0,59;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;8;1,44;0;0;0;t0221
dolnoœl¹skie;wo³owski;3;0,64;0;0;0;t0222
dolnoœl¹skie;wroc³awski;9;0,58;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;4;0,62;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;1;0,11;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;4;0,92;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;12;1,52;0;0;0;t0261
dolnoœl¹skie;Legnica;6;0,61;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;76;1,18;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;16;1,45;0;0;0;t0265
kujawsko-pomorskie;aleksandrowski;5;0,91;0;0;0;t0401
kujawsko-pomorskie;brodnicki;10;1,26;0;0;0;t0402
kujawsko-pomorskie;bydgoski;50;4,19;0;0;0;t0403
