wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;10548;2,75;438;100;338;t0000
dolnoœl¹skie;boles³awiecki;31;3,44;2;0;2;t0201
dolnoœl¹skie;dzier¿oniowski;10;0,99;0;0;0;t0202
dolnoœl¹skie;g³ogowski;19;2,14;0;0;0;t0203
dolnoœl¹skie;górowski;3;0,86;2;0;2;t0204
dolnoœl¹skie;jaworski;6;1,20;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;14;2,21;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;5;1,16;5;5;0;t0207
dolnoœl¹skie;k³odzki;17;1,08;0;0;0;t0208
dolnoœl¹skie;legnicki;6;1,09;0;0;0;t0209
dolnoœl¹skie;lubañski;8;1,48;0;0;0;t0210
dolnoœl¹skie;lubiñski;19;1,79;1;0;1;t0211
dolnoœl¹skie;lwówecki;6;1,31;1;1;0;t0212
dolnoœl¹skie;milicki;9;2,44;0;0;0;t0213
dolnoœl¹skie;oleœnicki;9;0,84;0;0;0;t0214
dolnoœl¹skie;o³awski;10;1,30;0;0;0;t0215
dolnoœl¹skie;polkowicki;11;1,74;2;1;1;t0216
dolnoœl¹skie;strzeliñski;30;6,90;0;0;0;t0217
dolnoœl¹skie;œredzki;15;2,71;0;0;0;t0218
dolnoœl¹skie;œwidnicki;27;1,72;0;0;0;t0219
dolnoœl¹skie;trzebnicki;20;2,34;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;4;0,72;0;0;0;t0221
dolnoœl¹skie;wo³owski;4;0,86;0;0;0;t0222
dolnoœl¹skie;wroc³awski;39;2,53;1;1;0;t0223
dolnoœl¹skie;z¹bkowicki;14;2,17;1;1;0;t0224
dolnoœl¹skie;zgorzelecki;3;0,34;1;1;0;t0225
dolnoœl¹skie;z³otoryjski;11;2,54;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;2;0,25;2;0;2;t0261
dolnoœl¹skie;Legnica;7;0,71;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;140;2,17;4;4;0;t0264
dolnoœl¹skie;Wa³brzych;12;1,08;0;0;0;t0265
kujawsko-pomorskie;aleksandrowski;16;2,91;2;1;1;t0401
kujawsko-pomorskie;brodnicki;24;3,03;0;0;0;t0402
kujawsko-pomorskie;bydgoski;81;6,78;3;0;3;t0403
kujawsko-pomorskie;che³miñski;34;6,56;3;0;3;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;15;3,34;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;19;4,73;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;56;3,52;4;0;4;t0407
kujawsko-pomorskie;lipnowski;12;1,83;1;0;1;t0408
kujawsko-pomorskie;mogileñski;15;3,30;0;0;0;t0409
kujawsko-pomorskie;nakielski;23;2,67;3;0;3;t0410
kujawsko-pomorskie;radziejowski;7;1,74;2;0;2;t0411
kujawsko-pomorskie;rypiñski;8;1,84;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;3;0,73;0;0;0;t0413
kujawsko-pomorskie;œwiecki;63;6,37;4;1;3;t0414
kujawsko-pomorskie;toruñski;51;4,68;3;1;2;t0415
kujawsko-pomorskie;tucholski;20;4,14;2;1;1;t0416
