Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;4633;1,21;77;34;43;t0000
dolnoœl¹skie;boles³awiecki;2;0,22;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;1;0,1;0;0;0;t0202
dolnoœl¹skie;g³ogowski;1;0,11;0;0;0;t0203
dolnoœl¹skie;górowski;1;0,29;0;0;0;t0204
dolnoœl¹skie;jaworski;11;2,2;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;7;1,1;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;1;0,23;0;0;0;t0207
dolnoœl¹skie;k³odzki;5;0,32;0;0;0;t0208
dolnoœl¹skie;legnicki;3;0,54;0;0;0;t0209
dolnoœl¹skie;lubañski;5;0,92;0;0;0;t0210
dolnoœl¹skie;lubiñski;7;0,66;1;0;1;t0211
dolnoœl¹skie;lwówecki;4;0,87;0;0;0;t0212
dolnoœl¹skie;milicki;6;1,63;4;4;0;t0213
dolnoœl¹skie;oleœnicki;11;1,02;0;0;0;t0214
dolnoœl¹skie;o³awski;7;0,91;0;0;0;t0215
dolnoœl¹skie;polkowicki;1;0,16;0;0;0;t0216
dolnoœl¹skie;strzeliñski;3;0,69;0;0;0;t0217
dolnoœl¹skie;œredzki;5;0,9;0;0;0;t0218
dolnoœl¹skie;œwidnicki;2;0,13;0;0;0;t0219
dolnoœl¹skie;trzebnicki;8;0,94;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;12;2,17;0;0;0;t0221
dolnoœl¹skie;wo³owski;18;3,85;0;0;0;t0222
dolnoœl¹skie;wroc³awski;6;0,39;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;5;0,78;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;9;1,01;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;1;0,23;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;11;1,4;0;0;0;t0261
dolnoœl¹skie;Legnica;2;0,2;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;37;0,57;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;14;1,27;0;0;0;t0265
kujawsko-pomorskie;aleksandrowski;1;0,18;2;0;2;t0401
kujawsko-pomorskie;brodnicki;11;1,39;0;0;0;t0402
kujawsko-pomorskie;bydgoski;47;3,93;0;0;0;t0403
kujawsko-pomorskie;che³miñski;5;0,96;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;8;1,78;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;21;5,22;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;45;2,82;0;0;0;t0407
kujawsko-pomorskie;lipnowski;29;4,42;0;0;0;t0408
kujawsko-pomorskie;mogileñski;1;0,22;0;0;0;t0409
kujawsko-pomorskie;nakielski;5;0,58;0;0;0;t0410
kujawsko-pomorskie;radziejowski;5;1,24;0;0;0;t0411
kujawsko-pomorskie;rypiñski;2;0,46;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;7;1,71;0;0;0;t0413
kujawsko-pomorskie;œwiecki;15;1,52;0;0;0;t0414
kujawsko-pomorskie;toruñski;17;1,56;0;0;0;t0415
kujawsko-pomorskie;tucholski;3;0,62;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;7;2,05;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;6;0,7;2;0;2;t0418
kujawsko-pomorskie;¿niñski;11;1,57;0;0;0;t0419
kujawsko-pomorskie;Bydgoszcz;143;4,12;0;0;0;t0461
kujawsko-pomorskie;Grudzi¹dz;35;3,72;0;0;0;t0462
kujawsko-pomorskie;Toruñ;45;2,24;0;0;0;t0463
kujawsko-pomorskie;W³oc³awek;11;1,01;0;0;0;t0464
lubelskie;bialski;24;2,17;0;0;0;t0601
lubelskie;bi³gorajski;4;0,4;0;0;0;t0602
lubelskie;che³mski;6;0,77;0;0;0;t0603
lubelskie;hrubieszowski;8;1,28;0;0;0;t0604
lubelskie;janowski;4;0,88;0;0;0;t0605
