Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;9176;2,39;228;42;186;t0000
dolnoœl¹skie;boles³awiecki;20;2,22;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;12;1,19;0;0;0;t0202
dolnoœl¹skie;g³ogowski;13;1,46;1;0;1;t0203
dolnoœl¹skie;górowski;6;1,73;0;0;0;t0204
dolnoœl¹skie;jaworski;6;1,2;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;11;1,74;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;9;2,09;0;0;0;t0207
dolnoœl¹skie;k³odzki;13;0,83;0;0;0;t0208
dolnoœl¹skie;legnicki;4;0,72;0;0;0;t0209
dolnoœl¹skie;lubañski;27;4,99;1;0;1;t0210
dolnoœl¹skie;lubiñski;20;1,88;0;0;0;t0211
dolnoœl¹skie;lwówecki;4;0,87;0;0;0;t0212
dolnoœl¹skie;milicki;5;1,35;1;0;1;t0213
dolnoœl¹skie;oleœnicki;26;2,42;0;0;0;t0214
dolnoœl¹skie;o³awski;16;2,08;1;0;1;t0215
dolnoœl¹skie;polkowicki;8;1,27;0;0;0;t0216
dolnoœl¹skie;strzeliñski;2;0,46;0;0;0;t0217
dolnoœl¹skie;œredzki;3;0,54;0;0;0;t0218
dolnoœl¹skie;œwidnicki;26;1,66;0;0;0;t0219
dolnoœl¹skie;trzebnicki;11;1,29;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;16;2,89;0;0;0;t0221
dolnoœl¹skie;wo³owski;13;2,78;2;1;1;t0222
dolnoœl¹skie;wroc³awski;21;1,36;1;0;1;t0223
dolnoœl¹skie;z¹bkowicki;8;1,24;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;3;0,34;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;6;1,39;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;12;1,52;0;0;0;t0261
dolnoœl¹skie;Legnica;25;2,52;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;96;1,49;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;34;3,07;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;11;2;4;0;4;t0401
kujawsko-pomorskie;brodnicki;25;3,16;0;0;0;t0402
kujawsko-pomorskie;bydgoski;40;3,35;0;0;0;t0403
kujawsko-pomorskie;che³miñski;25;4,82;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;12;2,67;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;9;2,24;1;1;0;t0406
kujawsko-pomorskie;inowroc³awski;55;3,45;0;0;0;t0407
kujawsko-pomorskie;lipnowski;9;1,37;0;0;0;t0408
kujawsko-pomorskie;mogileñski;15;3,3;0;0;0;t0409
kujawsko-pomorskie;nakielski;24;2,78;1;0;1;t0410
kujawsko-pomorskie;radziejowski;14;3,48;0;0;0;t0411
kujawsko-pomorskie;rypiñski;7;1,61;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;2;0,49;0;0;0;t0413
kujawsko-pomorskie;œwiecki;54;5,46;0;0;0;t0414
kujawsko-pomorskie;toruñski;63;5,78;0;0;0;t0415
kujawsko-pomorskie;tucholski;31;6,41;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;9;2,64;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;14;1,63;2;2;0;t0418
kujawsko-pomorskie;¿niñski;37;5,28;0;0;0;t0419
kujawsko-pomorskie;Bydgoszcz;133;3,84;1;0;1;t0461
kujawsko-pomorskie;Grudzi¹dz;33;3,51;0;0;0;t0462
kujawsko-pomorskie;Toruñ;70;3,48;1;0;1;t0463
kujawsko-pomorskie;W³oc³awek;26;2,38;1;0;1;t0464
lubelskie;bialski;26;2,35;0;0;0;t0601
lubelskie;bi³gorajski;7;0,7;0;0;0;t0602
lubelskie;che³mski;6;0,77;0;0;0;t0603
lubelskie;hrubieszowski;18;2,88;3;1;2;t0604
lubelskie;janowski;0;0;0;0;0;t0605
lubelskie;krasnostawski;25;3,97;0;0;0;t0606
lubelskie;kraœnicki;14;1,47;1;0;1;t0607
lubelskie;lubartowski;11;1,25;0;0;0;t0608
lubelskie;lubelski;33;2,12;2;0;2;t0609
