Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;13855;3,61;609;89;520;t0000
dolnoœl¹skie;boles³awiecki;81;9;1;0;1;t0201
dolnoœl¹skie;dzier¿oniowski;19;1,89;3;0;3;t0202
dolnoœl¹skie;g³ogowski;32;3,6;5;0;5;t0203
dolnoœl¹skie;górowski;17;4,9;1;0;1;t0204
dolnoœl¹skie;jaworski;11;2,2;3;1;2;t0205
dolnoœl¹skie;jeleniogórski;3;0,47;1;0;1;t0206
dolnoœl¹skie;kamiennogórski;17;3,95;0;0;0;t0207
dolnoœl¹skie;k³odzki;36;2,29;3;0;3;t0208
dolnoœl¹skie;legnicki;20;3,62;0;0;0;t0209
dolnoœl¹skie;lubañski;19;3,51;1;0;1;t0210
dolnoœl¹skie;lubiñski;32;3,02;0;0;0;t0211
dolnoœl¹skie;lwówecki;14;3,06;0;0;0;t0212
dolnoœl¹skie;milicki;13;3,52;0;0;0;t0213
dolnoœl¹skie;oleœnicki;41;3,82;1;0;1;t0214
dolnoœl¹skie;o³awski;15;1,95;2;1;1;t0215
dolnoœl¹skie;polkowicki;29;4,6;1;0;1;t0216
dolnoœl¹skie;strzeliñski;17;3,91;3;3;0;t0217
dolnoœl¹skie;œredzki;19;3,43;0;0;0;t0218
dolnoœl¹skie;œwidnicki;42;2,68;2;0;2;t0219
dolnoœl¹skie;trzebnicki;24;2,81;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;7;1,26;1;0;1;t0221
dolnoœl¹skie;wo³owski;2;0,43;0;0;0;t0222
dolnoœl¹skie;wroc³awski;42;2,73;3;0;3;t0223
dolnoœl¹skie;z¹bkowicki;7;1,09;1;0;1;t0224
dolnoœl¹skie;zgorzelecki;27;3,04;5;2;3;t0225
dolnoœl¹skie;z³otoryjski;31;7,16;1;0;1;t0226
dolnoœl¹skie;Jelenia Góra;7;0,89;0;0;0;t0261
dolnoœl¹skie;Legnica;28;2,83;1;1;0;t0262
dolnoœl¹skie;Wroc³aw;169;2,63;14;0;14;t0264
dolnoœl¹skie;Wa³brzych;23;2,08;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;15;2,73;2;0;2;t0401
kujawsko-pomorskie;brodnicki;12;1,52;6;1;5;t0402
kujawsko-pomorskie;bydgoski;79;6,61;1;0;1;t0403
kujawsko-pomorskie;che³miñski;19;3,67;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;29;6,45;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;36;8,95;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;105;6,59;0;0;0;t0407
kujawsko-pomorskie;lipnowski;44;6,71;0;0;0;t0408
kujawsko-pomorskie;mogileñski;18;3,95;0;0;0;t0409
kujawsko-pomorskie;nakielski;81;9,39;14;0;14;t0410
kujawsko-pomorskie;radziejowski;24;5,97;0;0;0;t0411
kujawsko-pomorskie;rypiñski;17;3,92;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;18;4,4;0;0;0;t0413
kujawsko-pomorskie;œwiecki;79;7,99;0;0;0;t0414
kujawsko-pomorskie;toruñski;70;6,43;2;0;2;t0415
kujawsko-pomorskie;tucholski;44;9,1;1;1;0;t0416
kujawsko-pomorskie;w¹brzeski;21;6,16;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;50;5,82;0;0;0;t0418
kujawsko-pomorskie;¿niñski;26;3,71;0;0;0;t0419
kujawsko-pomorskie;Bydgoszcz;167;4,82;4;0;4;t0461
kujawsko-pomorskie;Grudzi¹dz;62;6,59;0;0;0;t0462
kujawsko-pomorskie;Toruñ;144;7,16;2;0;2;t0463
kujawsko-pomorskie;W³oc³awek;80;7,32;0;0;0;t0464
lubelskie;bialski;57;5,16;5;4;1;t0601
lubelskie;bi³gorajski;10;0,99;0;0;0;t0602
lubelskie;che³mski;18;2,32;2;2;0;t0603
lubelskie;hrubieszowski;16;2,56;0;0;0;t0604
lubelskie;janowski;15;3,3;3;0;3;t0605
lubelskie;krasnostawski;36;5,72;5;0;5;t0606
lubelskie;kraœnicki;34;3,58;3;0;3;t0607
lubelskie;lubartowski;7;0,79;3;0;3;t0608
lubelskie;lubelski;75;4,81;2;0;2;t0609
lubelskie;³êczyñski;21;3,67;0;0;0;t0610
lubelskie;³ukowski;18;1,69;2;0;2;t0611
lubelskie;opolski;12;2,04;0;0;0;t0612
lubelskie;parczewski;11;3,18;0;0;0;t0613
lubelskie;pu³awski;54;4,79;3;0;3;t0614
lubelskie;radzyñski;1;0,17;1;0;1;t0615
lubelskie;rycki;9;1,61;3;1;2;t0616
lubelskie;œwidnicki;19;2,65;3;0;3;t0617
lubelskie;tomaszowski;35;4,25;1;0;1;t0618
lubelskie;w³odawski;19;4,97;5;0;5;t0619
lubelskie;zamojski;26;2,46;2;0;2;t0620
lubelskie;Bia³a Podlaska;42;7,34;1;0;1;t0661
lubelskie;Che³m;25;4,06;1;0;1;t0662
lubelskie;Lublin;176;5,18;3;0;3;t0663
lubelskie;Zamoœæ;23;3,64;1;0;1;t0664
lubuskie;gorzowski;38;5,27;0;0;0;t0801
lubuskie;kroœnieñski;20;3,66;0;0;0;t0802
lubuskie;miêdzyrzecki;23;4,01;1;0;1;t0803
lubuskie;nowosolski;18;2,09;1;0;1;t0804
lubuskie;s³ubicki;27;5,76;1;1;0;t0805
lubuskie;strzelecko-drezdenecki;6;1,23;0;0;0;t0806
lubuskie;sulêciñski;11;3,13;0;0;0;t0807
lubuskie;œwiebodziñski;27;4,85;1;0;1;t0808
lubuskie;zielonogórski;17;2,25;1;0;1;t0809
lubuskie;¿agañski;33;4,2;1;0;1;t0810
lubuskie;¿arski;35;3,65;0;0;0;t0811
lubuskie;wschowski;3;0,77;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;73;5,92;0;0;0;t0861
lubuskie;Zielona Góra;56;3,96;2;0;2;t0862
³ódzkie;be³chatowski;27;2,4;4;0;4;t1001
³ódzkie;kutnowski;11;1,14;0;0;0;t1002
³ódzkie;³aski;9;1,81;1;1;0;t1003
³ódzkie;³êczycki;32;6,46;0;0;0;t1004
³ódzkie;³owicki;29;3,73;2;0;2;t1005
³ódzkie;³ódzki wschodni;27;3,73;0;0;0;t1006
³ódzkie;opoczyñski;3;0,4;0;0;0;t1007
³ódzkie;pabianicki;129;10,82;1;0;1;t1008
³ódzkie;pajêczañski;2;0,39;2;0;2;t1009
³ódzkie;piotrkowski;24;2,63;0;0;0;t1010
³ódzkie;poddêbicki;15;3,66;0;0;0;t1011
³ódzkie;radomszczañski;34;3,03;4;0;4;t1012
³ódzkie;rawski;8;1,65;2;0;2;t1013
³ódzkie;sieradzki;42;3,58;0;0;0;t1014
³ódzkie;skierniewicki;13;3,41;0;0;0;t1015
³ódzkie;tomaszowski;47;4,05;2;1;1;t1016
³ódzkie;wieluñski;34;4,47;3;2;1;t1017
³ódzkie;wieruszowski;10;2,38;3;0;3;t1018
³ódzkie;zduñskowolski;21;3,17;1;0;1;t1019
³ódzkie;zgierski;56;3,37;1;0;1;t1020
³ódzkie;brzeziñski;18;5,85;0;0;0;t1021
³ódzkie;£ódŸ;367;5,42;5;4;1;t1061
³ódzkie;Piotrków Trybunalski;33;4,53;0;0;0;t1062
³ódzkie;Skierniewice;22;4,59;0;0;0;t1063
ma³opolskie;bocheñski;29;2,71;2;0;2;t1201
ma³opolskie;brzeski;15;1,61;1;0;1;t1202
ma³opolskie;chrzanowski;26;2,09;3;1;2;t1203
ma³opolskie;d¹browski;8;1,35;0;0;0;t1204
ma³opolskie;gorlicki;34;3,13;2;0;2;t1205
ma³opolskie;krakowski;131;4,67;1;1;0;t1206
ma³opolskie;limanowski;8;0,61;2;1;1;t1207
ma³opolskie;miechowski;3;0,62;2;1;1;t1208
ma³opolskie;myœlenicki;34;2,66;3;0;3;t1209
