Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;11267;2,94;483;108;375;t0000
dolnoœl¹skie;boles³awiecki;34;3,78;2;0;2;t0201
dolnoœl¹skie;dzier¿oniowski;13;1,29;1;1;0;t0202
dolnoœl¹skie;g³ogowski;15;1,69;2;0;2;t0203
dolnoœl¹skie;górowski;5;1,44;2;0;2;t0204
dolnoœl¹skie;jaworski;7;1,4;1;1;0;t0205
dolnoœl¹skie;jeleniogórski;10;1,58;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;6;1,39;0;0;0;t0207
dolnoœl¹skie;k³odzki;16;1,02;3;0;3;t0208
dolnoœl¹skie;legnicki;10;1,81;0;0;0;t0209
dolnoœl¹skie;lubañski;13;2,4;0;0;0;t0210
dolnoœl¹skie;lubiñski;8;0,75;0;0;0;t0211
dolnoœl¹skie;lwówecki;6;1,31;0;0;0;t0212
dolnoœl¹skie;milicki;3;0,81;0;0;0;t0213
dolnoœl¹skie;oleœnicki;13;1,21;0;0;0;t0214
dolnoœl¹skie;o³awski;15;1,95;1;1;0;t0215
dolnoœl¹skie;polkowicki;4;0,63;0;0;0;t0216
dolnoœl¹skie;strzeliñski;11;2,53;0;0;0;t0217
dolnoœl¹skie;œredzki;12;2,17;0;0;0;t0218
dolnoœl¹skie;œwidnicki;37;2,36;1;0;1;t0219
dolnoœl¹skie;trzebnicki;17;1,99;3;0;3;t0220
dolnoœl¹skie;wa³brzyski;26;4,69;1;0;1;t0221
dolnoœl¹skie;wo³owski;16;3,42;0;0;0;t0222
dolnoœl¹skie;wroc³awski;28;1,82;1;0;1;t0223
dolnoœl¹skie;z¹bkowicki;9;1,4;1;1;0;t0224
dolnoœl¹skie;zgorzelecki;13;1,46;1;1;0;t0225
dolnoœl¹skie;z³otoryjski;8;1,85;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;26;3,3;0;0;0;t0261
dolnoœl¹skie;Legnica;18;1,82;1;1;0;t0262
dolnoœl¹skie;Wroc³aw;155;2,41;2;0;2;t0264
dolnoœl¹skie;Wa³brzych;39;3,53;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;14;2,55;0;0;0;t0401
kujawsko-pomorskie;brodnicki;39;4,93;0;0;0;t0402
kujawsko-pomorskie;bydgoski;97;8,12;1;0;1;t0403
kujawsko-pomorskie;che³miñski;20;3,86;1;0;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;9;2;1;0;1;t0405
kujawsko-pomorskie;grudzi¹dzki;28;6,96;1;0;1;t0406
kujawsko-pomorskie;inowroc³awski;76;4,77;0;0;0;t0407
kujawsko-pomorskie;lipnowski;15;2,29;3;3;0;t0408
kujawsko-pomorskie;mogileñski;6;1,32;0;0;0;t0409
kujawsko-pomorskie;nakielski;49;5,68;1;0;1;t0410
kujawsko-pomorskie;radziejowski;5;1,24;1;0;1;t0411
kujawsko-pomorskie;rypiñski;8;1,84;2;0;2;t0412
kujawsko-pomorskie;sêpoleñski;13;3,18;1;0;1;t0413
kujawsko-pomorskie;œwiecki;39;3,94;2;0;2;t0414
kujawsko-pomorskie;toruñski;83;7,62;1;0;1;t0415
kujawsko-pomorskie;tucholski;14;2,9;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;31;9,09;1;0;1;t0417
kujawsko-pomorskie;w³oc³awski;21;2,44;3;0;3;t0418
kujawsko-pomorskie;¿niñski;34;4,85;1;0;1;t0419
kujawsko-pomorskie;Bydgoszcz;301;8,68;5;2;3;t0461
kujawsko-pomorskie;Grudzi¹dz;61;6,48;2;0;2;t0462
kujawsko-pomorskie;Toruñ;120;5,97;1;1;0;t0463
kujawsko-pomorskie;W³oc³awek;31;2,84;4;0;4;t0464
lubelskie;bialski;23;2,08;1;1;0;t0601
lubelskie;bi³gorajski;8;0,8;2;0;2;t0602
lubelskie;che³mski;19;2,44;1;1;0;t0603
lubelskie;hrubieszowski;21;3,36;1;0;1;t0604
lubelskie;janowski;9;1,98;2;0;2;t0605
lubelskie;krasnostawski;39;6,2;1;0;1;t0606
lubelskie;kraœnicki;29;3,05;1;1;0;t0607
lubelskie;lubartowski;17;1,93;1;1;0;t0608
lubelskie;lubelski;62;3,97;1;0;1;t0609
lubelskie;³êczyñski;20;3,49;5;0;5;t0610
lubelskie;³ukowski;13;1,22;2;0;2;t0611
lubelskie;opolski;16;2,71;0;0;0;t0612
lubelskie;parczewski;5;1,45;0;0;0;t0613
lubelskie;pu³awski;32;2,84;2;0;2;t0614
lubelskie;radzyñski;12;2,05;1;0;1;t0615
lubelskie;rycki;23;4,12;0;0;0;t0616
lubelskie;œwidnicki;62;8,64;0;0;0;t0617
lubelskie;tomaszowski;10;1,21;1;0;1;t0618
lubelskie;w³odawski;15;3,93;0;0;0;t0619
lubelskie;zamojski;7;0,66;2;0;2;t0620
lubelskie;Bia³a Podlaska;14;2,45;3;1;2;t0661
lubelskie;Che³m;32;5,2;0;0;0;t0662
lubelskie;Lublin;141;4,15;0;0;0;t0663
lubelskie;Zamoœæ;21;3,32;2;0;2;t0664
lubuskie;gorzowski;21;2,91;1;1;0;t0801
lubuskie;kroœnieñski;26;4,75;0;0;0;t0802
lubuskie;miêdzyrzecki;16;2,79;0;0;0;t0803
lubuskie;nowosolski;11;1,28;0;0;0;t0804
lubuskie;s³ubicki;23;4,9;1;0;1;t0805
lubuskie;strzelecko-drezdenecki;20;4,09;1;1;0;t0806
lubuskie;sulêciñski;11;3,13;4;0;4;t0807
lubuskie;œwiebodziñski;50;8,98;3;1;2;t0808
lubuskie;zielonogórski;65;8,59;0;0;0;t0809
lubuskie;¿agañski;21;2,67;1;1;0;t0810
lubuskie;¿arski;25;2,61;0;0;0;t0811
lubuskie;wschowski;4;1,03;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;70;5,68;6;5;1;t0861
lubuskie;Zielona Góra;44;3,11;2;2;0;t0862
³ódzkie;be³chatowski;32;2,84;3;0;3;t1001
³ódzkie;kutnowski;27;2,81;0;0;0;t1002
³ódzkie;³aski;8;1,61;0;0;0;t1003
³ódzkie;³êczycki;16;3,23;0;0;0;t1004
³ódzkie;³owicki;25;3,21;2;0;2;t1005
³ódzkie;³ódzki wschodni;27;3,73;0;0;0;t1006
³ódzkie;opoczyñski;9;1,19;0;0;0;t1007
³ódzkie;pabianicki;49;4,11;4;0;4;t1008
³ódzkie;pajêczañski;2;0,39;0;0;0;t1009
³ódzkie;piotrkowski;17;1,86;1;0;1;t1010
³ódzkie;poddêbicki;8;1,95;0;0;0;t1011
³ódzkie;radomszczañski;22;1,96;2;0;2;t1012
³ódzkie;rawski;7;1,44;0;0;0;t1013
³ódzkie;sieradzki;19;1,62;3;0;3;t1014
³ódzkie;skierniewicki;6;1,57;0;0;0;t1015
³ódzkie;tomaszowski;19;1,64;4;0;4;t1016
³ódzkie;wieluñski;12;1,58;0;0;0;t1017
³ódzkie;wieruszowski;2;0,48;0;0;0;t1018
³ódzkie;zduñskowolski;14;2,11;2;0;2;t1019
³ódzkie;zgierski;83;5;0;0;0;t1020
³ódzkie;brzeziñski;13;4,22;0;0;0;t1021
³ódzkie;£ódŸ;308;4,55;10;0;10;t1061
³ódzkie;Piotrków Trybunalski;22;3,02;1;0;1;t1062
³ódzkie;Skierniewice;15;3,13;0;0;0;t1063
ma³opolskie;bocheñski;11;1,03;2;2;0;t1201
ma³opolskie;brzeski;15;1,61;1;0;1;t1202
ma³opolskie;chrzanowski;8;0,64;0;0;0;t1203
ma³opolskie;d¹browski;1;0,17;2;1;1;t1204
ma³opolskie;gorlicki;21;1,93;0;0;0;t1205
ma³opolskie;krakowski;35;1,25;0;0;0;t1206
ma³opolskie;limanowski;6;0,45;2;2;0;t1207
ma³opolskie;miechowski;1;0,21;0;0;0;t1208
ma³opolskie;myœlenicki;8;0,63;0;0;0;t1209
ma³opolskie;nowos¹decki;16;0,74;3;0;3;t1210
ma³opolskie;nowotarski;6;0,31;0;0;0;t1211
ma³opolskie;olkuski;7;0,63;1;0;1;t1212
ma³opolskie;oœwiêcimski;20;1,31;0;0;0;t1213
ma³opolskie;proszowicki;3;0,7;0;0;0;t1214
ma³opolskie;suski;3;0,36;0;0;0;t1215
ma³opolskie;tarnowski;18;0,89;0;0;0;t1216
ma³opolskie;tatrzañski;0;0;0;0;0;t1217
ma³opolskie;wadowicki;15;0,94;3;0;3;t1218
ma³opolskie;wielicki;15;1,15;0;0;0;t1219
ma³opolskie;Kraków;147;1,88;7;7;0;t1261
ma³opolskie;Nowy S¹cz;11;1,31;1;1;0;t1262
ma³opolskie;Tarnów;24;2,22;0;0;0;t1263
mazowieckie;bia³obrzeski;4;1,2;0;0;0;t1401
mazowieckie;ciechanowski;15;1,68;0;0;0;t1402
mazowieckie;garwoliñski;6;0,55;1;0;1;t1403
mazowieckie;gostyniñski;9;2,01;2;0;2;t1404
mazowieckie;grodziski;30;3,1;0;0;0;t1405
mazowieckie;grójecki;27;2,75;0;0;0;t1406
mazowieckie;kozienicki;13;2,17;0;0;0;t1407
mazowieckie;legionowski;34;2,85;1;1;0;t1408
mazowieckie;lipski;7;2,07;0;0;0;t1409
mazowieckie;³osicki;14;4,57;0;0;0;t1410
mazowieckie;makowski;13;2,91;0;0;0;t1411
mazowieckie;miñski;19;1,23;2;1;1;t1412
mazowieckie;m³awski;9;1,24;0;0;0;t1413
mazowieckie;nowodworski;25;3,15;4;0;4;t1414
mazowieckie;ostro³êcki;13;1,47;1;0;1;t1415
mazowieckie;ostrowski;16;2,22;2;0;2;t1416
mazowieckie;otwocki;25;2,01;0;0;0;t1417
mazowieckie;piaseczyñski;65;3,43;1;0;1;t1418
mazowieckie;p³ocki;16;1,44;0;0;0;t1419
mazowieckie;p³oñski;11;1,27;2;0;2;t1420
mazowieckie;pruszkowski;64;3,85;3;1;2;t1421
mazowieckie;przasnyski;10;1,91;0;0;0;t1422
mazowieckie;przysuski;3;0,73;0;0;0;t1423
mazowieckie;pu³tuski;7;1,35;0;0;0;t1424
mazowieckie;radomski;27;1,77;2;1;1;t1425
mazowieckie;siedlecki;4;0,49;0;0;0;t1426
mazowieckie;sierpecki;14;2,71;0;0;0;t1427
mazowieckie;sochaczewski;18;2,12;1;0;1;t1428
mazowieckie;soko³owski;7;1,31;0;0;0;t1429
mazowieckie;szyd³owiecki;4;1,01;1;1;0;t1430
mazowieckie;warszawski zachodni;49;4,1;1;1;0;t1432
mazowieckie;wêgrowski;6;0,91;0;0;0;t1433
mazowieckie;wo³omiñski;60;2,39;4;0;4;t1434
mazowieckie;wyszkowski;6;0,81;0;0;0;t1435
mazowieckie;zwoleñski;8;2,22;1;0;1;t1436
mazowieckie;¿uromiñski;8;2,09;0;0;0;t1437
mazowieckie;¿yrardowski;21;2,78;0;0;0;t1438
mazowieckie;Ostro³êka;12;2,31;0;0;0;t1461
mazowieckie;P³ock;50;4,2;2;0;2;t1462
mazowieckie;Radom;37;1,76;2;2;0;t1463
mazowieckie;Siedlce;17;2,17;0;0;0;t1464
mazowieckie;Warszawa;580;3,23;14;2;12;t1465
opolskie;brzeski;28;3,12;0;0;0;t1601
opolskie;g³ubczycki;14;3,09;1;0;1;t1602
opolskie;kêdzierzyñsko-kozielski;19;2,03;0;0;0;t1603
opolskie;kluczborski;19;2,91;1;0;1;t1604
opolskie;krapkowicki;9;1,42;8;0;8;t1605
opolskie;namys³owski;15;3,51;1;0;1;t1606
opolskie;nyski;21;1,55;0;0;0;t1607
opolskie;oleski;12;1,87;1;0;1;t1608
opolskie;opolski;23;1,86;1;0;1;t1609
opolskie;prudnicki;8;1,45;0;0;0;t1610
opolskie;strzelecki;14;1,89;0;0;0;t1611
opolskie;Opole;40;3,12;1;1;0;t1661
podkarpackie;bieszczadzki;1;0,46;0;0;0;t1801
podkarpackie;brzozowski;3;0,46;1;1;0;t1802
podkarpackie;dêbicki;11;0,81;0;0;0;t1803
podkarpackie;jaros³awski;17;1,42;0;0;0;t1804
podkarpackie;jasielski;18;1,59;0;0;0;t1805
podkarpackie;kolbuszowski;9;1,45;0;0;0;t1806
podkarpackie;kroœnieñski;10;0,89;0;0;0;t1807
podkarpackie;le¿ajski;8;1,16;0;0;0;t1808
podkarpackie;lubaczowski;11;2;0;0;0;t1809
podkarpackie;³añcucki;18;2,22;1;0;1;t1810
podkarpackie;mielecki;13;0,95;1;0;1;t1811
podkarpackie;ni¿añski;23;3,46;1;0;1;t1812
podkarpackie;przemyski;17;2,3;0;0;0;t1813
podkarpackie;przeworski;11;1,41;2;0;2;t1814
podkarpackie;ropczycko-sêdziszowski;11;1,47;1;1;0;t1815
podkarpackie;rzeszowski;32;1,88;1;0;1;t1816
podkarpackie;sanocki;8;0,85;1;0;1;t1817
