Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;12168;3,17;568;133;435;t0000
dolnoœl¹skie;boles³awiecki;49;5,44;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;16;1,59;2;0;2;t0202
dolnoœl¹skie;g³ogowski;16;1,8;0;0;0;t0203
dolnoœl¹skie;górowski;9;2,59;1;0;1;t0204
dolnoœl¹skie;jaworski;8;1,6;1;1;0;t0205
dolnoœl¹skie;jeleniogórski;5;0,79;7;3;4;t0206
dolnoœl¹skie;kamiennogórski;3;0,7;0;0;0;t0207
dolnoœl¹skie;k³odzki;34;2,16;1;0;1;t0208
dolnoœl¹skie;legnicki;10;1,81;1;1;0;t0209
dolnoœl¹skie;lubañski;8;1,48;2;2;0;t0210
dolnoœl¹skie;lubiñski;45;4,24;2;0;2;t0211
dolnoœl¹skie;lwówecki;6;1,31;2;0;2;t0212
dolnoœl¹skie;milicki;10;2,71;0;0;0;t0213
dolnoœl¹skie;oleœnicki;39;3,63;0;0;0;t0214
dolnoœl¹skie;o³awski;15;1,95;1;0;1;t0215
dolnoœl¹skie;polkowicki;22;3,49;0;0;0;t0216
dolnoœl¹skie;strzeliñski;19;4,37;0;0;0;t0217
dolnoœl¹skie;œredzki;12;2,17;1;0;1;t0218
dolnoœl¹skie;œwidnicki;52;3,32;3;0;3;t0219
dolnoœl¹skie;trzebnicki;17;1,99;2;0;2;t0220
dolnoœl¹skie;wa³brzyski;36;6,5;1;0;1;t0221
dolnoœl¹skie;wo³owski;10;2,14;0;0;0;t0222
dolnoœl¹skie;wroc³awski;57;3,7;2;0;2;t0223
dolnoœl¹skie;z¹bkowicki;5;0,78;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;25;2,82;4;2;2;t0225
dolnoœl¹skie;z³otoryjski;10;2,31;3;0;3;t0226
dolnoœl¹skie;Jelenia Góra;18;2,28;6;4;2;t0261
dolnoœl¹skie;Legnica;38;3,84;2;2;0;t0262
dolnoœl¹skie;Wroc³aw;199;3,09;5;0;5;t0264
dolnoœl¹skie;Wa³brzych;20;1,81;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;19;3,45;2;0;2;t0401
kujawsko-pomorskie;brodnicki;29;3,66;2;0;2;t0402
kujawsko-pomorskie;bydgoski;64;5,36;1;0;1;t0403
kujawsko-pomorskie;che³miñski;29;5,6;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;2;0,44;1;0;1;t0405
kujawsko-pomorskie;grudzi¹dzki;27;6,72;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;59;3,7;1;0;1;t0407
kujawsko-pomorskie;lipnowski;5;0,76;0;0;0;t0408
kujawsko-pomorskie;mogileñski;7;1,54;0;0;0;t0409
kujawsko-pomorskie;nakielski;61;7,07;0;0;0;t0410
kujawsko-pomorskie;radziejowski;36;8,95;1;0;1;t0411
kujawsko-pomorskie;rypiñski;10;2,3;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;9;2,2;0;0;0;t0413
kujawsko-pomorskie;œwiecki;70;7,08;0;0;0;t0414
kujawsko-pomorskie;toruñski;65;5,97;1;0;1;t0415
kujawsko-pomorskie;tucholski;34;7,03;1;0;1;t0416
kujawsko-pomorskie;w¹brzeski;10;2,93;1;1;0;t0417
kujawsko-pomorskie;w³oc³awski;28;3,26;1;0;1;t0418
kujawsko-pomorskie;¿niñski;15;2,14;2;0;2;t0419
kujawsko-pomorskie;Bydgoszcz;172;4,96;8;2;6;t0461
kujawsko-pomorskie;Grudzi¹dz;85;9,04;4;1;3;t0462
kujawsko-pomorskie;Toruñ;209;10,39;1;0;1;t0463
kujawsko-pomorskie;W³oc³awek;56;5,12;1;0;1;t0464
lubelskie;bialski;31;2,81;8;6;2;t0601
lubelskie;bi³gorajski;17;1,69;5;0;5;t0602
lubelskie;che³mski;27;3,47;0;0;0;t0603
lubelskie;hrubieszowski;31;4,96;1;0;1;t0604
lubelskie;janowski;5;1,1;0;0;0;t0605
lubelskie;krasnostawski;49;7,79;1;0;1;t0606
lubelskie;kraœnicki;19;2;0;0;0;t0607
lubelskie;lubartowski;31;3,52;2;1;1;t0608
lubelskie;lubelski;51;3,27;1;0;1;t0609
lubelskie;³êczyñski;33;5,76;0;0;0;t0610
lubelskie;³ukowski;23;2,16;3;0;3;t0611
lubelskie;opolski;21;3,56;2;1;1;t0612
lubelskie;parczewski;5;1,45;0;0;0;t0613
lubelskie;pu³awski;54;4,79;4;1;3;t0614
lubelskie;radzyñski;6;1,02;1;0;1;t0615
lubelskie;rycki;17;3,04;0;0;0;t0616
lubelskie;œwidnicki;36;5,02;0;0;0;t0617
lubelskie;tomaszowski;10;1,21;0;0;0;t0618
lubelskie;w³odawski;21;5,5;4;0;4;t0619
lubelskie;zamojski;13;1,23;0;0;0;t0620
lubelskie;Bia³a Podlaska;26;4,55;2;1;1;t0661
lubelskie;Che³m;42;6,82;1;0;1;t0662
lubelskie;Lublin;134;3,95;2;0;2;t0663
lubelskie;Zamoœæ;26;4,11;0;0;0;t0664
lubuskie;gorzowski;25;3,47;0;0;0;t0801
lubuskie;kroœnieñski;14;2,56;2;1;1;t0802
lubuskie;miêdzyrzecki;46;8,02;0;0;0;t0803
lubuskie;nowosolski;16;1,86;0;0;0;t0804
lubuskie;s³ubicki;8;1,71;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;4;0,82;2;2;0;t0806
lubuskie;sulêciñski;21;5,98;0;0;0;t0807
lubuskie;œwiebodziñski;6;1,08;1;1;0;t0808
lubuskie;zielonogórski;22;2,91;0;0;0;t0809
lubuskie;¿agañski;28;3,56;2;2;0;t0810
lubuskie;¿arski;30;3,13;9;0;9;t0811
lubuskie;wschowski;0;0;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;79;6,41;0;0;0;t0861
lubuskie;Zielona Góra;50;3,54;0;0;0;t0862
³ódzkie;be³chatowski;32;2,84;0;0;0;t1001
³ódzkie;kutnowski;36;3,75;0;0;0;t1002
³ódzkie;³aski;9;1,81;0;0;0;t1003
³ódzkie;³êczycki;25;5,04;0;0;0;t1004
³ódzkie;³owicki;23;2,95;3;2;1;t1005
³ódzkie;³ódzki wschodni;22;3,04;4;0;4;t1006
³ódzkie;opoczyñski;4;0,53;0;0;0;t1007
³ódzkie;pabianicki;70;5,87;1;0;1;t1008
³ódzkie;pajêczañski;1;0,2;0;0;0;t1009
³ódzkie;piotrkowski;20;2,19;1;1;0;t1010
³ódzkie;poddêbicki;23;5,6;0;0;0;t1011
³ódzkie;radomszczañski;22;1,96;5;0;5;t1012
³ódzkie;rawski;10;2,06;0;0;0;t1013
