wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;7795;2,03;386;88;298;t0000
dolnoœl¹skie;boles³awiecki;15;1,67;1;0;1;t0201
dolnoœl¹skie;dzier¿oniowski;10;0,99;1;0;1;t0202
dolnoœl¹skie;g³ogowski;11;1,24;1;0;1;t0203
dolnoœl¹skie;górowski;0;0;0;0;0;t0204
dolnoœl¹skie;jaworski;12;2,40;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;17;2,68;3;0;3;t0206
dolnoœl¹skie;kamiennogórski;5;1,16;0;0;0;t0207
dolnoœl¹skie;k³odzki;25;1,59;1;0;1;t0208
dolnoœl¹skie;legnicki;4;0,72;0;0;0;t0209
dolnoœl¹skie;lubañski;17;3,14;0;0;0;t0210
dolnoœl¹skie;lubiñski;11;1,04;0;0;0;t0211
dolnoœl¹skie;lwówecki;5;1,09;0;0;0;t0212
dolnoœl¹skie;milicki;2;0,54;0;0;0;t0213
dolnoœl¹skie;oleœnicki;18;1,68;2;2;0;t0214
dolnoœl¹skie;o³awski;9;1,17;0;0;0;t0215
dolnoœl¹skie;polkowicki;5;0,79;0;0;0;t0216
dolnoœl¹skie;strzeliñski;1;0,23;0;0;0;t0217
dolnoœl¹skie;œredzki;13;2,35;0;0;0;t0218
dolnoœl¹skie;œwidnicki;11;0,70;0;0;0;t0219
dolnoœl¹skie;trzebnicki;14;1,64;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;2;0,36;0;0;0;t0221
dolnoœl¹skie;wo³owski;18;3,85;0;0;0;t0222
dolnoœl¹skie;wroc³awski;43;2,79;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;26;4,03;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;11;1,24;1;0;1;t0225
dolnoœl¹skie;z³otoryjski;6;1,39;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;15;1,90;3;1;2;t0261
dolnoœl¹skie;Legnica;5;0,50;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;136;2,11;2;2;0;t0264
dolnoœl¹skie;Wa³brzych;10;0,90;4;4;0;t0265
kujawsko-pomorskie;aleksandrowski;16;2,91;0;0;0;t0401
kujawsko-pomorskie;brodnicki;14;1,77;0;0;0;t0402
kujawsko-pomorskie;bydgoski;53;4,44;0;0;0;t0403
