wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;9053;2,36;481;117;364;t0000
dolnoœl¹skie;boles³awiecki;15;1,67;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;7;0,70;0;0;0;t0202
dolnoœl¹skie;g³ogowski;21;2,36;1;0;1;t0203
dolnoœl¹skie;górowski;6;1,73;0;0;0;t0204
dolnoœl¹skie;jaworski;6;1,20;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;3;0,47;2;0;2;t0206
dolnoœl¹skie;kamiennogórski;0;0;1;1;0;t0207
dolnoœl¹skie;k³odzki;21;1,34;6;0;6;t0208
dolnoœl¹skie;legnicki;3;0,54;1;1;0;t0209
dolnoœl¹skie;lubañski;10;1,85;0;0;0;t0210
dolnoœl¹skie;lubiñski;8;0,75;3;0;3;t0211
dolnoœl¹skie;lwówecki;5;1,09;0;0;0;t0212
dolnoœl¹skie;milicki;9;2,44;0;0;0;t0213
dolnoœl¹skie;oleœnicki;8;0,75;0;0;0;t0214
dolnoœl¹skie;o³awski;12;1,56;0;0;0;t0215
dolnoœl¹skie;polkowicki;10;1,59;1;0;1;t0216
dolnoœl¹skie;strzeliñski;7;1,61;0;0;0;t0217
dolnoœl¹skie;œredzki;13;2,35;1;0;1;t0218
dolnoœl¹skie;œwidnicki;26;1,66;2;2;0;t0219
dolnoœl¹skie;trzebnicki;12;1,41;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;7;1,26;0;0;0;t0221
dolnoœl¹skie;wo³owski;4;0,86;0;0;0;t0222
dolnoœl¹skie;wroc³awski;31;2,01;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;24;3,72;1;0;1;t0224
dolnoœl¹skie;zgorzelecki;17;1,92;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;5;1,16;1;1;0;t0226
dolnoœl¹skie;Jelenia Góra;7;0,89;0;0;0;t0261
dolnoœl¹skie;Legnica;10;1,01;1;0;1;t0262
dolnoœl¹skie;Wroc³aw;137;2,13;4;4;0;t0264
dolnoœl¹skie;Wa³brzych;8;0,72;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;12;2,18;0;0;0;t0401
kujawsko-pomorskie;brodnicki;25;3,16;0;0;0;t0402
kujawsko-pomorskie;bydgoski;71;5,94;1;0;1;t0403
kujawsko-pomorskie;che³miñski;40;7,72;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;18;4,00;2;0;2;t0405
kujawsko-pomorskie;grudzi¹dzki;23;5,72;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;53;3,33;4;0;4;t0407
kujawsko-pomorskie;lipnowski;12;1,83;2;0;2;t0408
kujawsko-pomorskie;mogileñski;10;2,20;1;0;1;t0409
kujawsko-pomorskie;nakielski;10;1,16;1;0;1;t0410
kujawsko-pomorskie;radziejowski;15;3,73;0;0;0;t0411
kujawsko-pomorskie;rypiñski;13;2,99;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;14;3,42;2;2;0;t0413
kujawsko-pomorskie;œwiecki;47;4,75;5;0;5;t0414
kujawsko-pomorskie;toruñski;60;5,51;0;0;0;t0415
kujawsko-pomorskie;tucholski;17;3,52;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;17;4,98;1;1;0;t0417
kujawsko-pomorskie;w³oc³awski;27;3,14;3;0;3;t0418
kujawsko-pomorskie;¿niñski;28;4,00;4;0;4;t0419
kujawsko-pomorskie;Bydgoszcz;175;5,05;12;0;12;t0461
kujawsko-pomorskie;Grudzi¹dz;38;4,04;2;2;0;t0462
kujawsko-pomorskie;Toruñ;136;6,76;2;0;2;t0463
kujawsko-pomorskie;W³oc³awek;48;4,39;2;0;2;t0464
lubelskie;bialski;23;2,08;5;1;4;t0601
lubelskie;bi³gorajski;15;1,49;1;1;0;t0602
lubelskie;che³mski;18;2,32;0;0;0;t0603
lubelskie;hrubieszowski;12;1,92;1;0;1;t0604
lubelskie;janowski;7;1,54;0;0;0;t0605
lubelskie;krasnostawski;25;3,97;0;0;0;t0606
lubelskie;kraœnicki;11;1,16;0;0;0;t0607
lubelskie;lubartowski;10;1,13;1;1;0;t0608
lubelskie;lubelski;37;2,37;2;0;2;t0609
lubelskie;³êczyñski;37;6,46;0;0;0;t0610
lubelskie;³ukowski;9;0,84;0;0;0;t0611
lubelskie;opolski;7;1,19;1;0;1;t0612
lubelskie;parczewski;7;2,02;0;0;0;t0613
lubelskie;pu³awski;43;3,81;0;0;0;t0614
lubelskie;radzyñski;4;0,68;0;0;0;t0615
lubelskie;rycki;9;1,61;0;0;0;t0616
lubelskie;œwidnicki;50;6,97;1;1;0;t0617
lubelskie;tomaszowski;18;2,19;1;0;1;t0618
lubelskie;w³odawski;22;5,76;1;0;1;t0619
lubelskie;zamojski;6;0,57;0;0;0;t0620
lubelskie;Bia³a Podlaska;20;3,50;4;1;3;t0661
lubelskie;Che³m;13;2,11;1;1;0;t0662
lubelskie;Lublin;77;2,27;2;0;2;t0663
lubelskie;Zamoœæ;13;2,06;0;0;0;t0664
lubuskie;gorzowski;24;3,33;1;1;0;t0801
lubuskie;kroœnieñski;5;0,91;0;0;0;t0802
lubuskie;miêdzyrzecki;18;3,14;3;3;0;t0803
lubuskie;nowosolski;23;2,67;0;0;0;t0804
lubuskie;s³ubicki;7;1,49;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;11;2,25;3;1;2;t0806
lubuskie;sulêciñski;20;5,70;1;1;0;t0807
lubuskie;œwiebodziñski;21;3,77;0;0;0;t0808
lubuskie;zielonogórski;12;1,59;0;0;0;t0809
lubuskie;¿agañski;11;1,40;0;0;0;t0810
lubuskie;¿arski;16;1,67;2;2;0;t0811
lubuskie;wschowski;2;0,52;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;43;3,49;3;1;2;t0861
lubuskie;Zielona Góra;29;2,05;0;0;0;t0862
³ódzkie;be³chatowski;24;2,13;0;0;0;t1001
³ódzkie;kutnowski;14;1,46;2;0;2;t1002
³ódzkie;³aski;5;1,00;0;0;0;t1003
³ódzkie;³êczycki;12;2,42;0;0;0;t1004
³ódzkie;³owicki;23;2,95;0;0;0;t1005
³ódzkie;³ódzki wschodni;24;3,31;0;0;0;t1006
³ódzkie;opoczyñski;2;0,26;0;0;0;t1007
³ódzkie;pabianicki;48;4,03;1;1;0;t1008
³ódzkie;pajêczañski;3;0,59;2;0;2;t1009
³ódzkie;piotrkowski;7;0,77;1;0;1;t1010
³ódzkie;poddêbicki;16;3,90;1;0;1;t1011
³ódzkie;radomszczañski;17;1,51;1;0;1;t1012
³ódzkie;rawski;9;1,86;0;0;0;t1013
³ódzkie;sieradzki;28;2,39;4;0;4;t1014
³ódzkie;skierniewicki;7;1,83;0;0;0;t1015
³ódzkie;tomaszowski;24;2,07;7;1;6;t1016
³ódzkie;wieluñski;17;2,23;1;1;0;t1017
³ódzkie;wieruszowski;10;2,38;1;0;1;t1018
³ódzkie;zduñskowolski;30;4,53;0;0;0;t1019
³ódzkie;zgierski;59;3,55;0;0;0;t1020
³ódzkie;brzeziñski;7;2,27;1;1;0;t1021
³ódzkie;£ódŸ;152;2,24;18;0;18;t1061
³ódzkie;Piotrków Trybunalski;14;1,92;3;3;0;t1062
³ódzkie;Skierniewice;15;3,13;0;0;0;t1063
ma³opolskie;bocheñski;8;0,75;0;0;0;t1201
ma³opolskie;brzeski;2;0,21;1;0;1;t1202
ma³opolskie;chrzanowski;9;0,72;1;1;0;t1203
ma³opolskie;d¹browski;5;0,85;15;6;9;t1204
ma³opolskie;gorlicki;12;1,10;2;0;2;t1205
ma³opolskie;krakowski;39;1,39;1;1;0;t1206
ma³opolskie;limanowski;13;0,98;0;0;0;t1207
ma³opolskie;miechowski;9;1,85;0;0;0;t1208
ma³opolskie;myœlenicki;30;2,35;0;0;0;t1209
ma³opolskie;nowos¹decki;9;0,41;0;0;0;t1210
ma³opolskie;nowotarski;21;1,09;0;0;0;t1211
ma³opolskie;olkuski;16;1,44;1;0;1;t1212
ma³opolskie;oœwiêcimski;22;1,44;0;0;0;t1213
ma³opolskie;proszowicki;2;0,46;0;0;0;t1214
ma³opolskie;suski;12;1,43;0;0;0;t1215
ma³opolskie;tarnowski;17;0,84;1;1;0;t1216
ma³opolskie;tatrzañski;1;0,15;1;0;1;t1217
ma³opolskie;wadowicki;15;0,94;2;0;2;t1218
ma³opolskie;wielicki;7;0,54;0;0;0;t1219
ma³opolskie;Kraków;121;1,55;9;9;0;t1261
ma³opolskie;Nowy S¹cz;5;0,60;1;0;1;t1262
ma³opolskie;Tarnów;8;0,74;0;0;0;t1263
mazowieckie;bia³obrzeski;6;1,80;0;0;0;t1401
mazowieckie;ciechanowski;17;1,91;0;0;0;t1402
mazowieckie;garwoliñski;6;0,55;2;2;0;t1403
mazowieckie;gostyniñski;6;1,34;2;0;2;t1404
mazowieckie;grodziski;36;3,72;3;1;2;t1405
mazowieckie;grójecki;23;2,34;2;1;1;t1406
