wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;6945;1,81;102;18;84;t0000
dolnoœl¹skie;boles³awiecki;24;2,67;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;8;0,80;0;0;0;t0202
dolnoœl¹skie;g³ogowski;9;1,01;1;0;1;t0203
dolnoœl¹skie;górowski;0;0;0;0;0;t0204
dolnoœl¹skie;jaworski;3;0,60;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;t0207
dolnoœl¹skie;k³odzki;21;1,34;0;0;0;t0208
dolnoœl¹skie;legnicki;9;1,63;0;0;0;t0209
dolnoœl¹skie;lubañski;5;0,92;0;0;0;t0210
dolnoœl¹skie;lubiñski;5;0,47;2;0;2;t0211
dolnoœl¹skie;lwówecki;2;0,44;0;0;0;t0212
dolnoœl¹skie;milicki;10;2,71;0;0;0;t0213
dolnoœl¹skie;oleœnicki;16;1,49;0;0;0;t0214
dolnoœl¹skie;o³awski;10;1,30;0;0;0;t0215
dolnoœl¹skie;polkowicki;6;0,95;0;0;0;t0216
dolnoœl¹skie;strzeliñski;16;3,68;0;0;0;t0217
dolnoœl¹skie;œredzki;9;1,63;0;0;0;t0218
dolnoœl¹skie;œwidnicki;7;0,45;0;0;0;t0219
dolnoœl¹skie;trzebnicki;33;3,86;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;6;1,08;2;0;2;t0221
dolnoœl¹skie;wo³owski;27;5,78;0;0;0;t0222
dolnoœl¹skie;wroc³awski;10;0,65;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;13;2,02;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;1;0,11;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;2;0,25;1;1;0;t0261
dolnoœl¹skie;Legnica;4;0,40;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;69;1,07;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;16;1,45;4;0;4;t0265
kujawsko-pomorskie;aleksandrowski;13;2,36;0;0;0;t0401
kujawsko-pomorskie;brodnicki;15;1,90;0;0;0;t0402
