wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;3271;0,85;52;11;41;t0000
dolnoœl¹skie;boles³awiecki;2;0,22;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;6;0,60;0;0;0;t0202
dolnoœl¹skie;g³ogowski;4;0,45;0;0;0;t0203
dolnoœl¹skie;górowski;1;0,29;0;0;0;t0204
dolnoœl¹skie;jaworski;2;0,40;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;17;2,68;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;1;0,23;0;0;0;t0207
dolnoœl¹skie;k³odzki;10;0,64;0;0;0;t0208
dolnoœl¹skie;legnicki;1;0,18;0;0;0;t0209
dolnoœl¹skie;lubañski;0;0;0;0;0;t0210
dolnoœl¹skie;lubiñski;1;0,09;0;0;0;t0211
dolnoœl¹skie;lwówecki;0;0;0;0;0;t0212
dolnoœl¹skie;milicki;4;1,08;0;0;0;t0213
dolnoœl¹skie;oleœnicki;14;1,30;0;0;0;t0214
dolnoœl¹skie;o³awski;3;0,39;0;0;0;t0215
dolnoœl¹skie;polkowicki;0;0;0;0;0;t0216
dolnoœl¹skie;strzeliñski;2;0,46;0;0;0;t0217
dolnoœl¹skie;œredzki;1;0,18;0;0;0;t0218
dolnoœl¹skie;œwidnicki;5;0,32;0;0;0;t0219
dolnoœl¹skie;trzebnicki;2;0,23;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;2;0,36;0;0;0;t0221
dolnoœl¹skie;wo³owski;2;0,43;0;0;0;t0222
dolnoœl¹skie;wroc³awski;17;1,10;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;5;0,78;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;1;0,11;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;4;0,92;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;11;1,40;0;0;0;t0261
dolnoœl¹skie;Legnica;7;0,71;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;27;0,42;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;4;0,36;0;0;0;t0265
kujawsko-pomorskie;aleksandrowski;3;0,55;0;0;0;t0401
kujawsko-pomorskie;brodnicki;9;1,14;0;0;0;t0402
kujawsko-pomorskie;bydgoski;14;1,17;0;0;0;t0403
kujawsko-pomorskie;che³miñski;3;0,58;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;1;0,22;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;5;1,24;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;7;0,44;1;0;1;t0407
kujawsko-pomorskie;lipnowski;5;0,76;0;0;0;t0408
kujawsko-pomorskie;mogileñski;1;0,22;0;0;0;t0409
kujawsko-pomorskie;nakielski;7;0,81;0;0;0;t0410
kujawsko-pomorskie;radziejowski;0;0;0;0;0;t0411
kujawsko-pomorskie;rypiñski;0;0;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;5;1,22;0;0;0;t0413
kujawsko-pomorskie;œwiecki;13;1,31;0;0;0;t0414
kujawsko-pomorskie;toruñski;9;0,83;0;0;0;t0415
kujawsko-pomorskie;tucholski;3;0,62;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;4;1,17;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;8;0,93;0;0;0;t0418
kujawsko-pomorskie;¿niñski;11;1,57;1;0;1;t0419
kujawsko-pomorskie;Bydgoszcz;53;1,53;0;0;0;t0461
kujawsko-pomorskie;Grudzi¹dz;6;0,64;0;0;0;t0462
kujawsko-pomorskie;Toruñ;20;0,99;1;0;1;t0463
kujawsko-pomorskie;W³oc³awek;14;1,28;0;0;0;t0464
lubelskie;bialski;1;0,09;4;2;2;t0601
lubelskie;bi³gorajski;5;0,50;0;0;0;t0602
lubelskie;che³mski;1;0,13;0;0;0;t0603
lubelskie;hrubieszowski;0;0;0;0;0;t0604
lubelskie;janowski;0;0;0;0;0;t0605
lubelskie;krasnostawski;3;0,48;0;0;0;t0606
lubelskie;kraœnicki;1;0,11;4;3;1;t0607
lubelskie;lubartowski;2;0,23;0;0;0;t0608
lubelskie;lubelski;8;0,51;0;0;0;t0609
lubelskie;³êczyñski;4;0,70;0;0;0;t0610
lubelskie;³ukowski;5;0,47;0;0;0;t0611
lubelskie;opolski;2;0,34;0;0;0;t0612
lubelskie;parczewski;3;0,87;0;0;0;t0613
lubelskie;pu³awski;6;0,53;0;0;0;t0614
lubelskie;radzyñski;1;0,17;0;0;0;t0615
lubelskie;rycki;0;0;0;0;0;t0616
lubelskie;œwidnicki;1;0,14;0;0;0;t0617
lubelskie;tomaszowski;2;0,24;0;0;0;t0618
lubelskie;w³odawski;6;1,57;0;0;0;t0619
lubelskie;zamojski;1;0,09;0;0;0;t0620
lubelskie;Bia³a Podlaska;3;0,52;1;1;0;t0661
lubelskie;Che³m;3;0,49;0;0;0;t0662
lubelskie;Lublin;24;0,71;0;0;0;t0663
lubelskie;Zamoœæ;3;0,47;0;0;0;t0664
lubuskie;gorzowski;13;1,80;0;0;0;t0801
lubuskie;kroœnieñski;0;0;0;0;0;t0802
lubuskie;miêdzyrzecki;16;2,79;0;0;0;t0803
lubuskie;nowosolski;3;0,35;0;0;0;t0804
lubuskie;s³ubicki;3;0,64;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;9;1,84;0;0;0;t0806
lubuskie;sulêciñski;5;1,42;0;0;0;t0807
lubuskie;œwiebodziñski;6;1,08;0;0;0;t0808
lubuskie;zielonogórski;5;0,66;0;0;0;t0809
lubuskie;¿agañski;1;0,13;0;0;0;t0810
lubuskie;¿arski;7;0,73;0;0;0;t0811
lubuskie;wschowski;1;0,26;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;23;1,86;0;0;0;t0861
lubuskie;Zielona Góra;7;0,50;0;0;0;t0862
³ódzkie;be³chatowski;2;0,18;0;0;0;t1001
³ódzkie;kutnowski;6;0,62;0;0;0;t1002
³ódzkie;³aski;0;0;0;0;0;t1003
³ódzkie;³êczycki;0;0;0;0;0;t1004
³ódzkie;³owicki;4;0,51;0;0;0;t1005
³ódzkie;³ódzki wschodni;3;0,41;0;0;0;t1006
³ódzkie;opoczyñski;2;0,26;0;0;0;t1007
³ódzkie;pabianicki;3;0,25;0;0;0;t1008
³ódzkie;pajêczañski;3;0,59;0;0;0;t1009
³ódzkie;piotrkowski;4;0,44;0;0;0;t1010
³ódzkie;poddêbicki;0;0;0;0;0;t1011
³ódzkie;radomszczañski;2;0,18;0;0;0;t1012
³ódzkie;rawski;0;0;0;0;0;t1013
³ódzkie;sieradzki;8;0,68;0;0;0;t1014
³ódzkie;skierniewicki;0;0;2;0;2;t1015
³ódzkie;tomaszowski;2;0,17;0;0;0;t1016
³ódzkie;wieluñski;1;0,13;0;0;0;t1017
³ódzkie;wieruszowski;2;0,48;0;0;0;t1018
³ódzkie;zduñskowolski;3;0,45;0;0;0;t1019
³ódzkie;zgierski;5;0,30;0;0;0;t1020
³ódzkie;brzeziñski;2;0,65;0;0;0;t1021
³ódzkie;£ódŸ;43;0,63;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;1;0,14;0;0;0;t1062
³ódzkie;Skierniewice;1;0,21;0;0;0;t1063
ma³opolskie;bocheñski;4;0,37;0;0;0;t1201
ma³opolskie;brzeski;2;0,21;0;0;0;t1202
ma³opolskie;chrzanowski;4;0,32;0;0;0;t1203
ma³opolskie;d¹browski;2;0,34;0;0;0;t1204
ma³opolskie;gorlicki;3;0,28;0;0;0;t1205
ma³opolskie;krakowski;63;2,25;0;0;0;t1206
ma³opolskie;limanowski;3;0,23;0;0;0;t1207
ma³opolskie;miechowski;0;0;0;0;0;t1208
ma³opolskie;myœlenicki;9;0,70;0;0;0;t1209
ma³opolskie;nowos¹decki;5;0,23;0;0;0;t1210
ma³opolskie;nowotarski;1;0,05;0;0;0;t1211
ma³opolskie;olkuski;4;0,36;0;0;0;t1212
ma³opolskie;oœwiêcimski;7;0,46;0;0;0;t1213
ma³opolskie;proszowicki;2;0,46;0;0;0;t1214
ma³opolskie;suski;3;0,36;0;0;0;t1215
ma³opolskie;tarnowski;4;0,20;0;0;0;t1216
ma³opolskie;tatrzañski;3;0,44;0;0;0;t1217
ma³opolskie;wadowicki;12;0,75;0;0;0;t1218
ma³opolskie;wielicki;10;0,77;0;0;0;t1219
ma³opolskie;Kraków;154;1,97;0;0;0;t1261
ma³opolskie;Nowy S¹cz;3;0,36;0;0;0;t1262
ma³opolskie;Tarnów;8;0,74;0;0;0;t1263
mazowieckie;bia³obrzeski;9;2,70;0;0;0;t1401
mazowieckie;ciechanowski;1;0,11;0;0;0;t1402
mazowieckie;garwoliñski;3;0,28;0;0;0;t1403
mazowieckie;gostyniñski;0;0;0;0;0;t1404
mazowieckie;grodziski;10;1,03;0;0;0;t1405
mazowieckie;grójecki;19;1,94;0;0;0;t1406
mazowieckie;kozienicki;9;1,51;2;0;2;t1407
mazowieckie;legionowski;13;1,09;0;0;0;t1408
mazowieckie;lipski;2;0,59;0;0;0;t1409
mazowieckie;³osicki;1;0,33;0;0;0;t1410
mazowieckie;makowski;3;0,67;0;0;0;t1411
mazowieckie;miñski;10;0,65;0;0;0;t1412
mazowieckie;m³awski;5;0,69;0;0;0;t1413
mazowieckie;nowodworski;7;0,88;0;0;0;t1414
mazowieckie;ostro³êcki;3;0,34;0;0;0;t1415
mazowieckie;ostrowski;0;0;0;0;0;t1416
mazowieckie;otwocki;38;3,05;0;0;0;t1417
mazowieckie;piaseczyñski;19;1,00;0;0;0;t1418
mazowieckie;p³ocki;3;0,27;0;0;0;t1419
mazowieckie;p³oñski;9;1,04;0;0;0;t1420
mazowieckie;pruszkowski;34;2,04;0;0;0;t1421
mazowieckie;przasnyski;12;2,29;0;0;0;t1422
mazowieckie;przysuski;3;0,73;0;0;0;t1423
mazowieckie;pu³tuski;1;0,19;0;0;0;t1424
mazowieckie;radomski;9;0,59;0;0;0;t1425
mazowieckie;siedlecki;4;0,49;0;0;0;t1426
mazowieckie;sierpecki;1;0,19;0;0;0;t1427
mazowieckie;sochaczewski;2;0,24;0;0;0;t1428
mazowieckie;soko³owski;0;0;0;0;0;t1429
mazowieckie;szyd³owiecki;1;0,25;0;0;0;t1430
mazowieckie;warszawski zachodni;10;0,84;0;0;0;t1432
mazowieckie;wêgrowski;3;0,46;0;0;0;t1433
mazowieckie;wo³omiñski;12;0,48;0;0;0;t1434
mazowieckie;wyszkowski;3;0,40;0;0;0;t1435
mazowieckie;zwoleñski;3;0,83;0;0;0;t1436
mazowieckie;¿uromiñski;0;0;0;0;0;t1437
mazowieckie;¿yrardowski;26;3,44;0;0;0;t1438
mazowieckie;Ostro³êka;3;0,58;0;0;0;t1461
mazowieckie;P³ock;6;0,50;0;0;0;t1462
mazowieckie;Radom;9;0,43;0;0;0;t1463
mazowieckie;Siedlce;3;0,38;0;0;0;t1464
mazowieckie;Warszawa;165;0,92;9;0;9;t1465
opolskie;brzeski;12;1,34;0;0;0;t1601
opolskie;g³ubczycki;6;1,32;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;8;0,86;0;0;0;t1603
opolskie;kluczborski;8;1,23;0;0;0;t1604
opolskie;krapkowicki;8;1,26;0;0;0;t1605
opolskie;namys³owski;1;0,23;0;0;0;t1606
opolskie;nyski;31;2,29;0;0;0;t1607
opolskie;oleski;6;0,94;0;0;0;t1608
opolskie;opolski;7;0,57;0;0;0;t1609
opolskie;prudnicki;4;0,73;0;0;0;t1610
opolskie;strzelecki;9;1,21;0;0;0;t1611
opolskie;Opole;25;1,95;0;0;0;t1661
podkarpackie;bieszczadzki;0;0;0;0;0;t1801
podkarpackie;brzozowski;1;0,15;0;0;0;t1802
podkarpackie;dêbicki;5;0,37;0;0;0;t1803
podkarpackie;jaros³awski;3;0,25;0;0;0;t1804
podkarpackie;jasielski;1;0,09;0;0;0;t1805
podkarpackie;kolbuszowski;0;0;0;0;0;t1806
podkarpackie;kroœnieñski;0;0;0;0;0;t1807
podkarpackie;le¿ajski;12;1,73;0;0;0;t1808
podkarpackie;lubaczowski;8;1,46;3;2;1;t1809
podkarpackie;³añcucki;5;0,62;0;0;0;t1810
podkarpackie;mielecki;2;0,15;0;0;0;t1811
podkarpackie;ni¿añski;3;0,45;0;0;0;t1812
podkarpackie;przemyski;1;0,14;0;0;0;t1813
podkarpackie;przeworski;3;0,38;0;0;0;t1814
podkarpackie;ropczycko-sêdziszowski;6;0,80;0;0;0;t1815
podkarpackie;rzeszowski;16;0,94;0;0;0;t1816
podkarpackie;sanocki;1;0,11;0;0;0;t1817
podkarpackie;stalowowolski;2;0,19;1;0;1;t1818
podkarpackie;strzy¿owski;1;0,16;0;0;0;t1819
podkarpackie;tarnobrzeski;0;0;0;0;0;t1820
podkarpackie;leski;0;0;0;0;0;t1821
podkarpackie;Krosno;1;0,22;0;0;0;t1861
podkarpackie;Przemyœl;1;0,17;0;0;0;t1862
podkarpackie;Rzeszów;11;0,56;0;0;0;t1863
podkarpackie;Tarnobrzeg;0;0;0;0;0;t1864
podlaskie;augustowski;2;0,35;0;0;0;t2001
podlaskie;bia³ostocki;11;0,73;0;0;0;t2002
podlaskie;bielski;2;0,37;0;0;0;t2003
podlaskie;grajewski;3;0,64;0;0;0;t2004
podlaskie;hajnowski;21;4,97;0;0;0;t2005
podlaskie;kolneñski;1;0,26;0;0;0;t2006
podlaskie;³om¿yñski;3;0,59;0;0;0;t2007
podlaskie;moniecki;0;0;0;0;0;t2008
podlaskie;sejneñski;0;0;0;0;0;t2009
podlaskie;siemiatycki;0;0;0;0;0;t2010
podlaskie;sokólski;2;0,30;0;0;0;t2011
podlaskie;suwalski;2;0,56;0;0;0;t2012
podlaskie;wysokomazowiecki;2;0,35;0;0;0;t2013
podlaskie;zambrowski;1;0,23;0;0;0;t2014
podlaskie;Bia³ystok;17;0,57;0;0;0;t2061
podlaskie;£om¿a;2;0,32;0;0;0;t2062
podlaskie;Suwa³ki;0;0;0;0;0;t2063
pomorskie;bytowski;12;1,52;0;0;0;t2201
pomorskie;chojnicki;13;1,33;0;0;0;t2202
pomorskie;cz³uchowski;6;1,07;0;0;0;t2203
pomorskie;gdañski;32;2,68;0;0;0;t2204
pomorskie;kartuski;27;1,92;0;0;0;t2205
pomorskie;koœcierski;4;0,55;0;0;0;t2206
pomorskie;kwidzyñski;22;2,65;0;0;0;t2207
pomorskie;lêborski;6;0,91;0;0;0;t2208
pomorskie;malborski;12;1,89;0;0;0;t2209
pomorskie;nowodworski;5;1,41;0;0;0;t2210
pomorskie;pucki;33;3,79;0;0;0;t2211
pomorskie;s³upski;26;2,63;0;0;0;t2212
pomorskie;starogardzki;35;2,73;0;0;0;t2213
pomorskie;tczewski;24;2,08;0;0;0;t2214
pomorskie;wejherowski;39;1,78;0;0;0;t2215
pomorskie;sztumski;17;4,13;0;0;0;t2216
pomorskie;Gdañsk;98;2,08;0;0;0;t2261
pomorskie;Gdynia;37;1,50;0;0;0;t2262
pomorskie;S³upsk;15;1,66;0;0;0;t2263
pomorskie;Sopot;5;1,41;1;0;1;t2264
œl¹skie;bêdziñski;14;0,95;0;0;0;t2401
œl¹skie;bielski;9;0,54;0;0;0;t2402
œl¹skie;cieszyñski;4;0,22;0;0;0;t2403
œl¹skie;czêstochowski;39;2,90;0;0;0;t2404
œl¹skie;gliwicki;0;0;0;0;0;t2405
œl¹skie;k³obucki;5;0,59;0;0;0;t2406
œl¹skie;lubliniecki;8;1,05;0;0;0;t2407
œl¹skie;miko³owski;2;0,20;0;0;0;t2408
œl¹skie;myszkowski;3;0,42;0;0;0;t2409
œl¹skie;pszczyñski;17;1,52;0;0;0;t2410
œl¹skie;raciborski;2;0,19;0;0;0;t2411
œl¹skie;rybnicki;1;0,13;0;0;0;t2412
œl¹skie;tarnogórski;10;0,71;0;0;0;t2413
œl¹skie;bieruñsko-lêdziñski;37;6,18;1;0;1;t2414
œl¹skie;wodzis³awski;5;0,32;0;0;0;t2415
œl¹skie;zawierciañski;10;0,85;0;0;0;t2416
œl¹skie;¿ywiecki;9;0,59;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;9;0,53;0;0;0;t2461
œl¹skie;Bytom;15;0,91;0;0;0;t2462
œl¹skie;Chorzów;2;0,19;0;0;0;t2463
œl¹skie;Czêstochowa;15;0,68;0;0;0;t2464
œl¹skie;D¹browa Górnicza;2;0,17;0;0;0;t2465
œl¹skie;Gliwice;15;0,84;1;1;0;t2466
œl¹skie;Jastrzêbie-Zdrój;4;0,45;0;0;0;t2467
œl¹skie;Jaworzno;0;0;0;0;0;t2468
œl¹skie;Katowice;16;0,55;1;0;1;t2469
œl¹skie;Mys³owice;29;3,89;0;0;0;t2470
œl¹skie;Piekary Œl¹skie;5;0,91;0;0;0;t2471
œl¹skie;Ruda Œl¹ska;4;0,29;0;0;0;t2472
œl¹skie;Rybnik;0;0;0;0;0;t2473
œl¹skie;Siemianowice Œl¹skie;2;0,30;0;0;0;t2474
œl¹skie;Sosnowiec;8;0,40;0;0;0;t2475
œl¹skie;Œwiêtoch³owice;0;0;0;0;0;t2476
œl¹skie;Tychy;6;0,47;1;0;1;t2477
œl¹skie;Zabrze;4;0,23;0;0;0;t2478
œl¹skie;¯ory;0;0;0;0;0;t2479
œwiêtokrzyskie;buski;4;0,56;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;1;0,12;0;0;0;t2602
œwiêtokrzyskie;kazimierski;2;0,60;0;0;0;t2603
œwiêtokrzyskie;kielecki;12;0,57;0;0;0;t2604
œwiêtokrzyskie;konecki;3;0,38;0;0;0;t2605
œwiêtokrzyskie;opatowski;6;1,16;0;0;0;t2606
œwiêtokrzyskie;ostrowiecki;10;0,92;0;0;0;t2607
œwiêtokrzyskie;piñczowski;5;1,29;0;0;0;t2608
œwiêtokrzyskie;sandomierski;1;0,13;0;0;0;t2609
œwiêtokrzyskie;skar¿yski;8;1,09;0;0;0;t2610
œwiêtokrzyskie;starachowicki;3;0,34;0;0;0;t2611
œwiêtokrzyskie;staszowski;4;0,56;0;0;0;t2612
