Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
kujawsko-pomorskie;toruñski;66;6,06;0;0;0;t0415
kujawsko-pomorskie;tucholski;22;4,55;1;1;0;t0416
kujawsko-pomorskie;w¹brzeski;39;11,43;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;49;5,7;0;0;0;t0418
kujawsko-pomorskie;¿niñski;48;6,85;4;2;2;t0419
kujawsko-pomorskie;Bydgoszcz;274;7,9;3;0;3;t0461
kujawsko-pomorskie;Grudzi¹dz;106;11,27;2;0;2;t0462
kujawsko-pomorskie;Toruñ;141;7,01;4;0;4;t0463
kujawsko-pomorskie;W³oc³awek;72;6,58;0;0;0;t0464
lubelskie;bialski;23;2,08;7;6;1;t0601
lubelskie;bi³gorajski;12;1,19;2;0;2;t0602
lubelskie;che³mski;30;3,86;0;0;0;t0603
lubelskie;hrubieszowski;17;2,72;2;0;2;t0604
lubelskie;janowski;7;1,54;2;2;0;t0605
lubelskie;krasnostawski;71;11,28;1;0;1;t0606
lubelskie;kraœnicki;22;2,31;0;0;0;t0607
lubelskie;lubartowski;37;4,2;1;1;0;t0608
lubelskie;lubelski;56;3,59;0;0;0;t0609
lubelskie;³êczyñski;23;4,01;0;0;0;t0610
lubelskie;³ukowski;18;1,69;0;0;0;t0611
lubelskie;opolski;11;1,87;1;0;1;t0612
lubelskie;parczewski;8;2,31;0;0;0;t0613
lubelskie;pu³awski;16;1,42;6;0;6;t0614
lubelskie;radzyñski;8;1,37;0;0;0;t0615
lubelskie;rycki;3;0,54;0;0;0;t0616
lubelskie;œwidnicki;26;3,62;0;0;0;t0617
lubelskie;tomaszowski;17;2,06;3;0;3;t0618
lubelskie;w³odawski;4;1,05;0;0;0;t0619
lubelskie;zamojski;15;1,42;3;1;2;t0620
lubelskie;Bia³a Podlaska;13;2,27;0;0;0;t0661
lubelskie;Che³m;31;5,03;1;0;1;t0662
lubelskie;Lublin;137;4,03;0;0;0;t0663
lubelskie;Zamoœæ;13;2,06;4;2;2;t0664
lubuskie;gorzowski;47;6,52;0;0;0;t0801
lubuskie;kroœnieñski;48;8,77;0;0;0;t0802
lubuskie;miêdzyrzecki;29;5,05;0;0;0;t0803
lubuskie;nowosolski;17;1,98;1;1;0;t0804
lubuskie;s³ubicki;42;8,96;1;1;0;t0805
lubuskie;strzelecko-drezdenecki;20;4,09;2;2;0;t0806
lubuskie;sulêciñski;9;2,56;7;7;0;t0807
lubuskie;œwiebodziñski;21;3,77;1;0;1;t0808
lubuskie;zielonogórski;38;5,02;0;0;0;t0809
lubuskie;¿agañski;22;2,8;0;0;0;t0810
lubuskie;¿arski;29;3,03;0;0;0;t0811
lubuskie;wschowski;9;2,32;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;70;5,68;1;1;0;t0861
lubuskie;Zielona Góra;66;4,67;4;0;4;t0862
³ódzkie;be³chatowski;36;3,19;7;1;6;t1001
³ódzkie;kutnowski;26;2,7;10;9;1;t1002
³ódzkie;³aski;16;3,21;0;0;0;t1003
³ódzkie;³êczycki;16;3,23;0;0;0;t1004
³ódzkie;³owicki;12;1,54;2;1;1;t1005
³ódzkie;³ódzki wschodni;20;2,76;1;0;1;t1006
³ódzkie;opoczyñski;9;1,19;0;0;0;t1007
³ódzkie;pabianicki;39;3,27;3;0;3;t1008
³ódzkie;pajêczañski;10;1,96;3;0;3;t1009
³ódzkie;piotrkowski;13;1,42;0;0;0;t1010
³ódzkie;poddêbicki;17;4,14;0;0;0;t1011
³ódzkie;radomszczañski;46;4,1;0;0;0;t1012
³ódzkie;rawski;13;2,68;0;0;0;t1013
³ódzkie;sieradzki;24;2,04;3;0;3;t1014
³ódzkie;skierniewicki;4;1,05;0;0;0;t1015
³ódzkie;tomaszowski;14;1,21;8;2;6;t1016
³ódzkie;wieluñski;32;4,21;2;0;2;t1017
³ódzkie;wieruszowski;18;4,28;1;0;1;t1018
³ódzkie;zduñskowolski;32;4,83;0;0;0;t1019
³ódzkie;zgierski;70;4,21;1;0;1;t1020
³ódzkie;brzeziñski;13;4,22;0;0;0;t1021
³ódzkie;£ódŸ;355;5,24;24;0;24;t1061
³ódzkie;Piotrków Trybunalski;14;1,92;0;0;0;t1062
³ódzkie;Skierniewice;14;2,92;2;0;2;t1063
ma³opolskie;bocheñski;9;0,84;0;0;0;t1201
ma³opolskie;brzeski;11;1,18;0;0;0;t1202
ma³opolskie;chrzanowski;26;2,09;3;0;3;t1203
ma³opolskie;d¹browski;8;1,35;0;0;0;t1204
ma³opolskie;gorlicki;22;2,02;0;0;0;t1205
ma³opolskie;krakowski;47;1,68;5;4;1;t1206
ma³opolskie;limanowski;9;0,68;1;1;0;t1207
ma³opolskie;miechowski;6;1,23;0;0;0;t1208
ma³opolskie;myœlenicki;8;0,63;0;0;0;t1209
ma³opolskie;nowos¹decki;15;0,69;0;0;0;t1210
ma³opolskie;nowotarski;7;0,36;0;0;0;t1211
ma³opolskie;olkuski;14;1,26;1;0;1;t1212
ma³opolskie;oœwiêcimski;17;1,11;5;0;5;t1213
ma³opolskie;proszowicki;4;0,93;1;0;1;t1214
ma³opolskie;suski;14;1,66;3;0;3;t1215
ma³opolskie;tarnowski;25;1,24;2;0;2;t1216
ma³opolskie;tatrzañski;6;0,88;0;0;0;t1217
ma³opolskie;wadowicki;29;1,81;0;0;0;t1218
ma³opolskie;wielicki;23;1,77;0;0;0;t1219
ma³opolskie;Kraków;162;2,07;5;5;0;t1261
ma³opolskie;Nowy S¹cz;4;0,48;0;0;0;t1262
ma³opolskie;Tarnów;22;2,03;1;1;0;t1263
mazowieckie;bia³obrzeski;4;1,2;0;0;0;t1401
mazowieckie;ciechanowski;19;2,13;0;0;0;t1402
mazowieckie;garwoliñski;14;1,29;1;0;1;t1403
mazowieckie;gostyniñski;21;4,69;0;0;0;t1404
mazowieckie;grodziski;34;3,52;0;0;0;t1405
mazowieckie;grójecki;30;3,06;0;0;0;t1406
mazowieckie;kozienicki;20;3,34;0;0;0;t1407
mazowieckie;legionowski;44;3,69;4;3;1;t1408
mazowieckie;lipski;5;1,48;0;0;0;t1409
mazowieckie;³osicki;2;0,65;1;0;1;t1410
mazowieckie;makowski;6;1,34;0;0;0;t1411
mazowieckie;miñski;54;3,49;0;0;0;t1412
mazowieckie;m³awski;13;1,79;6;2;4;t1413
mazowieckie;nowodworski;28;3,53;1;0;1;t1414
mazowieckie;ostro³êcki;8;0,9;1;1;0;t1415
mazowieckie;ostrowski;22;3,05;0;0;0;t1416
mazowieckie;otwocki;10;0,8;0;0;0;t1417
mazowieckie;piaseczyñski;85;4,49;4;1;3;t1418
mazowieckie;p³ocki;41;3,7;3;0;3;t1419
mazowieckie;p³oñski;14;1,61;4;1;3;t1420
mazowieckie;pruszkowski;56;3,36;0;0;0;t1421
mazowieckie;przasnyski;23;4,39;0;0;0;t1422
mazowieckie;przysuski;5;1,21;1;0;1;t1423
mazowieckie;pu³tuski;8;1,54;0;0;0;t1424
mazowieckie;radomski;47;3,09;3;3;0;t1425
mazowieckie;siedlecki;11;1,35;1;0;1;t1426
mazowieckie;sierpecki;13;2,51;1;0;1;t1427
mazowieckie;sochaczewski;33;3,88;1;0;1;t1428
mazowieckie;soko³owski;1;0,19;0;0;0;t1429
mazowieckie;szyd³owiecki;2;0,51;0;0;0;t1430
mazowieckie;warszawski zachodni;62;5,19;2;1;1;t1432
mazowieckie;wêgrowski;10;1,52;2;0;2;t1433
mazowieckie;wo³omiñski;82;3,26;1;1;0;t1434
mazowieckie;wyszkowski;12;1,62;0;0;0;t1435
mazowieckie;zwoleñski;12;3,33;1;0;1;t1436
mazowieckie;¿uromiñski;6;1,57;1;0;1;t1437
mazowieckie;¿yrardowski;26;3,44;1;1;0;t1438
mazowieckie;Ostro³êka;5;0,96;0;0;0;t1461
mazowieckie;P³ock;54;4,54;3;0;3;t1462
mazowieckie;Radom;44;2,09;4;4;0;t1463
mazowieckie;Siedlce;6;0,77;1;0;1;t1464
mazowieckie;Warszawa;709;3,95;0;0;0;t1465
opolskie;brzeski;47;5,24;2;0;2;t1601
opolskie;g³ubczycki;53;11,7;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;38;4,06;1;0;1;t1603
opolskie;kluczborski;29;4,44;1;1;0;t1604
opolskie;krapkowicki;25;3,93;1;0;1;t1605
opolskie;namys³owski;23;5,39;0;0;0;t1606
opolskie;nyski;52;3,84;2;0;2;t1607
opolskie;oleski;15;2,34;0;0;0;t1608
opolskie;opolski;64;5,17;4;0;4;t1609
opolskie;prudnicki;18;3,27;0;0;0;t1610
opolskie;strzelecki;57;7,68;1;0;1;t1611
opolskie;Opole;72;5,62;2;0;2;t1661
podkarpackie;bieszczadzki;4;1,85;0;0;0;t1801
podkarpackie;brzozowski;5;0,76;0;0;0;t1802
podkarpackie;dêbicki;11;0,81;0;0;0;t1803
podkarpackie;jaros³awski;11;0,92;3;3;0;t1804
podkarpackie;jasielski;8;0,71;3;0;3;t1805
podkarpackie;kolbuszowski;5;0,8;1;0;1;t1806
podkarpackie;kroœnieñski;16;1,43;3;0;3;t1807
podkarpackie;le¿ajski;6;0,87;4;0;4;t1808
podkarpackie;lubaczowski;11;2;2;0;2;t1809
podkarpackie;³añcucki;23;2,83;0;0;0;t1810
podkarpackie;mielecki;18;1,32;1;0;1;t1811
podkarpackie;ni¿añski;18;2,71;0;0;0;t1812
podkarpackie;przemyski;15;2,03;1;0;1;t1813
podkarpackie;przeworski;5;0,64;2;0;2;t1814
podkarpackie;ropczycko-sêdziszowski;9;1,21;0;0;0;t1815
podkarpackie;rzeszowski;45;2,65;1;1;0;t1816
podkarpackie;sanocki;9;0,96;0;0;0;t1817
podkarpackie;stalowowolski;34;3,21;2;2;0;t1818
podkarpackie;strzy¿owski;15;2,45;1;1;0;t1819
podkarpackie;tarnobrzeski;8;1,51;3;0;3;t1820
podkarpackie;leski;5;1,89;0;0;0;t1821
podkarpackie;Krosno;11;2,38;0;0;0;t1861
podkarpackie;Przemyœl;18;2,98;2;0;2;t1862
podkarpackie;Rzeszów;79;4,01;2;1;1;t1863
podkarpackie;Tarnobrzeg;17;3,65;2;0;2;t1864
podlaskie;augustowski;14;2,42;0;0;0;t2001
podlaskie;bia³ostocki;38;2,53;0;0;0;t2002
podlaskie;bielski;17;3,14;0;0;0;t2003
podlaskie;grajewski;20;4,25;0;0;0;t2004
podlaskie;hajnowski;12;2,84;0;0;0;t2005
podlaskie;kolneñski;8;2,11;0;0;0;t2006
podlaskie;³om¿yñski;13;2,55;1;0;1;t2007
podlaskie;moniecki;8;1,99;1;1;0;t2008
podlaskie;sejneñski;3;1,51;0;0;0;t2009
podlaskie;siemiatycki;4;0,91;1;0;1;t2010
podlaskie;sokólski;28;4,22;1;1;0;t2011
podlaskie;suwalski;11;3,09;0;0;0;t2012
podlaskie;wysokomazowiecki;13;2,29;0;0;0;t2013
podlaskie;zambrowski;16;3,69;1;0;1;t2014
podlaskie;Bia³ystok;97;3,26;0;0;0;t2061
podlaskie;£om¿a;37;5,89;0;0;0;t2062
podlaskie;Suwa³ki;25;3,58;0;0;0;t2063
pomorskie;bytowski;14;1,77;1;0;1;t2201
pomorskie;chojnicki;42;4,3;1;0;1;t2202
pomorskie;cz³uchowski;45;8,05;0;0;0;t2203
pomorskie;gdañski;55;4,61;0;0;0;t2204
pomorskie;kartuski;35;2,49;1;0;1;t2205
pomorskie;koœcierski;12;1,65;1;1;0;t2206
pomorskie;kwidzyñski;6;0,72;0;0;0;t2207
pomorskie;lêborski;9;1,36;0;0;0;t2208
pomorskie;malborski;49;7,73;1;0;1;t2209
pomorskie;nowodworski;18;5,07;0;0;0;t2210
pomorskie;pucki;35;4,01;1;0;1;t2211
pomorskie;s³upski;51;5,16;0;0;0;t2212
pomorskie;starogardzki;26;2,03;2;1;1;t2213
pomorskie;tczewski;27;2,33;5;0;5;t2214
pomorskie;wejherowski;64;2,93;0;0;0;t2215
pomorskie;sztumski;30;7,29;1;1;0;t2216
pomorskie;Gdañsk;229;4,86;1;0;1;t2261
pomorskie;Gdynia;84;3,42;4;2;2;t2262
pomorskie;S³upsk;47;5,2;0;0;0;t2263
pomorskie;Sopot;9;2,53;0;0;0;t2264
œl¹skie;bêdziñski;36;2,44;1;0;1;t2401
œl¹skie;bielski;62;3,73;2;0;2;t2402
œl¹skie;cieszyñski;31;1,74;3;0;3;t2403
œl¹skie;czêstochowski;28;2,08;0;0;0;t2404
œl¹skie;gliwicki;51;4,41;1;0;1;t2405
œl¹skie;k³obucki;5;0,59;1;0;1;t2406
œl¹skie;lubliniecki;21;2,75;0;0;0;t2407
œl¹skie;miko³owski;49;4,94;1;0;1;t2408
œl¹skie;myszkowski;86;12,16;0;0;0;t2409
œl¹skie;pszczyñski;28;2,51;0;0;0;t2410
œl¹skie;raciborski;27;2,5;1;0;1;t2411
œl¹skie;rybnicki;10;1,28;0;0;0;t2412
œl¹skie;tarnogórski;35;2,49;1;0;1;t2413
œl¹skie;bieruñsko-lêdziñski;13;2,17;0;0;0;t2414
œl¹skie;wodzis³awski;20;1,27;2;0;2;t2415
œl¹skie;zawierciañski;32;2,73;1;1;0;t2416
œl¹skie;¿ywiecki;28;1,84;0;0;0;t2417
œl¹skie;Bielsko-Bia³a;43;2,52;4;0;4;t2461
œl¹skie;Bytom;45;2,74;1;0;1;t2462
œl¹skie;Chorzów;28;2,61;1;0;1;t2463
œl¹skie;Czêstochowa;44;2,01;1;0;1;t2464
œl¹skie;D¹browa Górnicza;40;3,36;0;0;0;t2465
œl¹skie;Gliwice;75;4,21;6;0;6;t2466
œl¹skie;Jastrzêbie-Zdrój;20;2,26;1;0;1;t2467
œl¹skie;Jaworzno;12;1,32;0;0;0;t2468
œl¹skie;Katowice;84;2,88;10;0;10;t2469
œl¹skie;Mys³owice;16;2,14;2;0;2;t2470
œl¹skie;Piekary Œl¹skie;17;3,1;1;0;1;t2471
œl¹skie;Ruda Œl¹ska;56;4,09;0;0;0;t2472
œl¹skie;Rybnik;24;1,74;0;0;0;t2473
œl¹skie;Siemianowice Œl¹skie;18;2,7;2;0;2;t2474
œl¹skie;Sosnowiec;50;2,51;1;0;1;t2475
œl¹skie;Œwiêtoch³owice;11;2,23;0;0;0;t2476
œl¹skie;Tychy;39;3,06;1;0;1;t2477
œl¹skie;Zabrze;51;2,97;2;0;2;t2478
œl¹skie;¯ory;16;2,55;0;0;0;t2479
œwiêtokrzyskie;buski;7;0,98;0;0;0;t2601
œwiêtokrzyskie;jêdrzejowski;26;3,05;1;0;1;t2602
œwiêtokrzyskie;kazimierski;5;1,49;0;0;0;t2603
œwiêtokrzyskie;kielecki;24;1,14;0;0;0;t2604
œwiêtokrzyskie;konecki;2;0,25;0;0;0;t2605
œwiêtokrzyskie;opatowski;7;1,35;2;0;2;t2606
œwiêtokrzyskie;ostrowiecki;22;2,03;1;0;1;t2607
œwiêtokrzyskie;piñczowski;18;4,65;0;0;0;t2608
œwiêtokrzyskie;sandomierski;20;2,61;1;0;1;t2609
œwiêtokrzyskie;skar¿yski;8;1,09;4;0;4;t2610
œwiêtokrzyskie;starachowicki;25;2,8;0;0;0;t2611
œwiêtokrzyskie;staszowski;3;0,42;0;0;0;t2612
œwiêtokrzyskie;w³oszczowski;10;2,23;2;0;2;t2613
œwiêtokrzyskie;Kielce;38;1,96;3;0;3;t2661
warmiñsko-mazurskie;bartoszycki;46;8,09;0;0;0;t2801
warmiñsko-mazurskie;braniewski;4;0,98;0;0;0;t2802
warmiñsko-mazurskie;dzia³dowski;53;8,16;4;0;4;t2803
warmiñsko-mazurskie;elbl¹ski;28;4,91;0;0;0;t2804
warmiñsko-mazurskie;e³cki;49;5,35;2;0;2;t2805
warmiñsko-mazurskie;gi¿ycki;12;2,13;1;0;1;t2806
warmiñsko-mazurskie;i³awski;63;6,79;3;0;3;t2807
warmiñsko-mazurskie;kêtrzyñski;11;1,77;2;0;2;t2808
warmiñsko-mazurskie;lidzbarski;9;2,19;3;0;3;t2809
warmiñsko-mazurskie;mr¹gowski;27;5,44;0;0;0;t2810
warmiñsko-mazurskie;nidzicki;19;5,8;1;1;0;t2811
warmiñsko-mazurskie;nowomiejski;46;10,51;0;0;0;t2812
warmiñsko-mazurskie;olecki;16;4,7;2;0;2;t2813
warmiñsko-mazurskie;olsztyñski;59;4,64;3;0;3;t2814
warmiñsko-mazurskie;ostródzki;85;8,18;1;0;1;t2815
warmiñsko-mazurskie;piski;5;0,89;2;1;1;t2816
warmiñsko-mazurskie;szczycieñski;50;7,22;0;0;0;t2817
warmiñsko-mazurskie;go³dapski;12;4,51;1;0;1;t2818
warmiñsko-mazurskie;wêgorzewski;6;2,66;1;0;1;t2819
warmiñsko-mazurskie;Elbl¹g;98;8,23;0;0;0;t2861
warmiñsko-mazurskie;Olsztyn;199;11,58;4;0;4;t2862
wielkopolskie;chodzieski;27;5,75;0;0;0;t3001
wielkopolskie;czarnkowsko-trzcianecki;85;9,78;3;0;3;t3002
wielkopolskie;gnieŸnieñski;111;7,63;4;4;0;t3003
wielkopolskie;gostyñski;15;1,98;0;0;0;t3004
wielkopolskie;grodziski;12;2,31;0;0;0;t3005
wielkopolskie;jarociñski;19;2,66;1;1;0;t3006
wielkopolskie;kaliski;22;2,65;0;0;0;t3007
wielkopolskie;kêpiñski;27;4,78;0;0;0;t3008
wielkopolskie;kolski;8;0,93;0;0;0;t3009
wielkopolskie;koniñski;39;3;2;0;2;t3010
wielkopolskie;koœciañski;24;3,03;3;0;3;t3011
wielkopolskie;krotoszyñski;29;3,76;0;0;0;t3012
wielkopolskie;leszczyñski;19;3,3;1;1;0;t3013
wielkopolskie;miêdzychodzki;3;0,82;0;0;0;t3014
wielkopolskie;nowotomyski;28;3,7;1;0;1;t3015
wielkopolskie;obornicki;30;5,01;0;0;0;t3016
wielkopolskie;ostrowski;31;1,92;2;2;0;t3017
wielkopolskie;ostrzeszowski;12;2,16;0;0;0;t3018
wielkopolskie;pilski;78;5,74;4;4;0;t3019
wielkopolskie;pleszewski;6;0,95;3;3;0;t3020
wielkopolskie;poznañski;274;6,79;3;0;3;t3021
wielkopolskie;rawicki;22;3,65;1;0;1;t3022
wielkopolskie;s³upecki;112;18,97;0;0;0;t3023
wielkopolskie;szamotulski;46;5,02;0;0;0;t3024
wielkopolskie;œredzki;9;1,52;1;1;0;t3025
wielkopolskie;œremski;22;3,58;0;0;0;t3026
wielkopolskie;turecki;17;2,03;2;0;2;t3027
wielkopolskie;w¹growiecki;38;5,41;0;0;0;t3028
wielkopolskie;wolsztyñski;7;1,22;0;0;0;t3029
wielkopolskie;wrzesiñski;51;6,53;1;0;1;t3030
wielkopolskie;z³otowski;26;3,75;3;0;3;t3031
wielkopolskie;Kalisz;26;2,61;2;0;2;t3061
wielkopolskie;Konin;25;3,42;1;0;1;t3062
wielkopolskie;Leszno;19;3;2;2;0;t3063
wielkopolskie;Poznañ;353;6,61;9;0;9;t3064
zachodniopomorskie;bia³ogardzki;28;5,9;0;0;0;t3201
zachodniopomorskie;choszczeñski;5;1,04;0;0;0;t3202
zachodniopomorskie;drawski;30;5,28;0;0;0;t3203
zachodniopomorskie;goleniowski;68;8,25;0;0;0;t3204
zachodniopomorskie;gryficki;81;13,49;0;0;0;t3205
zachodniopomorskie;gryfiñski;24;2,94;0;0;0;t3206
zachodniopomorskie;kamieñski;30;6,4;0;0;0;t3207
zachodniopomorskie;ko³obrzeski;36;4,53;0;0;0;t3208
zachodniopomorskie;koszaliñski;17;2,56;0;0;0;t3209
zachodniopomorskie;myœliborski;26;3,97;0;0;0;t3210
zachodniopomorskie;policki;53;6,52;0;0;0;t3211
zachodniopomorskie;pyrzycki;21;5,35;0;0;0;t3212
zachodniopomorskie;s³awieñski;16;2,86;0;0;0;t3213
zachodniopomorskie;stargardzki;79;6,58;1;0;1;t3214
zachodniopomorskie;szczecinecki;71;9,17;0;0;0;t3215
zachodniopomorskie;œwidwiñski;19;4,08;1;0;1;t3216
zachodniopomorskie;wa³ecki;9;1,7;2;0;2;t3217
zachodniopomorskie;³obeski;19;5,2;0;0;0;t3218
zachodniopomorskie;Koszalin;37;3,46;0;0;0;t3261
zachodniopomorskie;Szczecin;270;6,73;3;0;3;t3262
zachodniopomorskie;Œwinoujœcie;17;4,16;1;0;1;t3263
