Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;12361;3,22;472;104;368;t0000
dolnoœl¹skie;boles³awiecki;30;3,33;4;0;4;t0201
dolnoœl¹skie;dzier¿oniowski;14;1,39;2;0;2;t0202
dolnoœl¹skie;g³ogowski;23;2,59;0;0;0;t0203
dolnoœl¹skie;górowski;8;2,31;1;0;1;t0204
dolnoœl¹skie;jaworski;4;0,8;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;9;1,42;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;5;1,16;0;0;0;t0207
dolnoœl¹skie;k³odzki;14;0,89;1;0;1;t0208
dolnoœl¹skie;legnicki;9;1,63;1;1;0;t0209
dolnoœl¹skie;lubañski;10;1,85;0;0;0;t0210
dolnoœl¹skie;lubiñski;14;1,32;2;0;2;t0211
dolnoœl¹skie;lwówecki;8;1,75;0;0;0;t0212
dolnoœl¹skie;milicki;6;1,63;0;0;0;t0213
dolnoœl¹skie;oleœnicki;31;2,89;1;0;1;t0214
dolnoœl¹skie;o³awski;17;2,21;0;0;0;t0215
dolnoœl¹skie;polkowicki;7;1,11;0;0;0;t0216
dolnoœl¹skie;strzeliñski;15;3,45;0;0;0;t0217
dolnoœl¹skie;œredzki;11;1,99;0;0;0;t0218
dolnoœl¹skie;œwidnicki;23;1,47;6;0;6;t0219
dolnoœl¹skie;trzebnicki;14;1,64;2;0;2;t0220
dolnoœl¹skie;wa³brzyski;5;0,9;0;0;0;t0221
dolnoœl¹skie;wo³owski;10;2,14;0;0;0;t0222
dolnoœl¹skie;wroc³awski;28;1,82;2;0;2;t0223
dolnoœl¹skie;z¹bkowicki;19;2,95;1;1;0;t0224
dolnoœl¹skie;zgorzelecki;10;1,13;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;2;0,46;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;18;2,28;0;0;0;t0261
dolnoœl¹skie;Legnica;13;1,31;2;1;1;t0262
dolnoœl¹skie;Wroc³aw;193;3;11;0;11;t0264
dolnoœl¹skie;Wa³brzych;18;1,63;0;0;0;t0265
kujawsko-pomorskie;aleksandrowski;9;1,64;1;0;1;t0401
kujawsko-pomorskie;brodnicki;34;4,3;0;0;0;t0402
kujawsko-pomorskie;bydgoski;84;7,03;4;0;4;t0403
kujawsko-pomorskie;che³miñski;33;6,37;1;0;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;17;3,78;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;25;6,22;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;72;4,52;7;2;5;t0407
kujawsko-pomorskie;lipnowski;13;1,98;0;0;0;t0408
kujawsko-pomorskie;mogileñski;27;5,93;0;0;0;t0409
kujawsko-pomorskie;nakielski;48;5,57;1;0;1;t0410
kujawsko-pomorskie;radziejowski;16;3,98;1;0;1;t0411
kujawsko-pomorskie;rypiñski;4;0,92;1;0;1;t0412
kujawsko-pomorskie;sêpoleñski;24;5,86;0;0;0;t0413
kujawsko-pomorskie;œwiecki;60;6,06;0;0;0;t0414
kujawsko-pomorskie;toruñski;82;7,53;0;0;0;t0415
kujawsko-pomorskie;tucholski;9;1,86;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;19;5,57;1;0;1;t0417
kujawsko-pomorskie;w³oc³awski;48;5,59;6;0;6;t0418
kujawsko-pomorskie;¿niñski;43;6,14;1;0;1;t0419
kujawsko-pomorskie;Bydgoszcz;184;5,31;22;0;22;t0461
kujawsko-pomorskie;Grudzi¹dz;59;6,27;1;0;1;t0462
kujawsko-pomorskie;Toruñ;217;10,79;8;1;7;t0463
kujawsko-pomorskie;W³oc³awek;77;7,04;2;0;2;t0464
lubelskie;bialski;27;2,44;1;1;0;t0601
lubelskie;bi³gorajski;2;0,2;1;0;1;t0602
lubelskie;che³mski;20;2,57;0;0;0;t0603
lubelskie;hrubieszowski;26;4,16;0;0;0;t0604
lubelskie;janowski;7;1,54;1;0;1;t0605
lubelskie;krasnostawski;37;5,88;0;0;0;t0606
lubelskie;kraœnicki;20;2,1;0;0;0;t0607
lubelskie;lubartowski;6;0,68;2;2;0;t0608
lubelskie;lubelski;38;2,44;0;0;0;t0609
lubelskie;³êczyñski;32;5,58;1;0;1;t0610
lubelskie;³ukowski;4;0,38;0;0;0;t0611
lubelskie;opolski;22;3,73;2;0;2;t0612
lubelskie;parczewski;5;1,45;4;0;4;t0613
lubelskie;pu³awski;18;1,6;0;0;0;t0614
lubelskie;radzyñski;4;0,68;2;0;2;t0615
lubelskie;rycki;13;2,33;0;0;0;t0616
lubelskie;œwidnicki;43;5,99;0;0;0;t0617
lubelskie;tomaszowski;12;1,46;0;0;0;t0618
lubelskie;w³odawski;19;4,97;2;0;2;t0619
lubelskie;zamojski;9;0,85;1;0;1;t0620
lubelskie;Bia³a Podlaska;16;2,8;0;0;0;t0661
lubelskie;Che³m;27;4,38;3;3;0;t0662
lubelskie;Lublin;150;4,42;5;0;5;t0663
lubelskie;Zamoœæ;12;1,9;0;0;0;t0664
lubuskie;gorzowski;28;3,89;0;0;0;t0801
lubuskie;kroœnieñski;18;3,29;0;0;0;t0802
lubuskie;miêdzyrzecki;16;2,79;0;0;0;t0803
lubuskie;nowosolski;14;1,63;1;1;0;t0804
lubuskie;s³ubicki;18;3,84;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;17;3,48;2;2;0;t0806
lubuskie;sulêciñski;16;4,56;0;0;0;t0807
lubuskie;œwiebodziñski;71;12,75;0;0;0;t0808
lubuskie;zielonogórski;19;2,51;0;0;0;t0809
lubuskie;¿agañski;4;0,51;0;0;0;t0810
lubuskie;¿arski;5;0,52;0;0;0;t0811
lubuskie;wschowski;7;1,8;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;67;5,43;0;0;0;t0861
lubuskie;Zielona Góra;65;4,6;0;0;0;t0862
³ódzkie;be³chatowski;32;2,84;0;0;0;t1001
³ódzkie;kutnowski;48;4,99;3;3;0;t1002
³ódzkie;³aski;12;2,41;0;0;0;t1003
³ódzkie;³êczycki;10;2,02;0;0;0;t1004
³ódzkie;³owicki;7;0,9;2;0;2;t1005
³ódzkie;³ódzki wschodni;24;3,31;0;0;0;t1006
³ódzkie;opoczyñski;2;0,26;0;0;0;t1007
³ódzkie;pabianicki;59;4,95;3;2;1;t1008
³ódzkie;pajêczañski;3;0,59;1;0;1;t1009
³ódzkie;piotrkowski;25;2,74;2;2;0;t1010
³ódzkie;poddêbicki;20;4,87;0;0;0;t1011
³ódzkie;radomszczañski;17;1,51;4;0;4;t1012
³ódzkie;rawski;14;2,89;1;0;1;t1013
³ódzkie;sieradzki;31;2,64;1;0;1;t1014
³ódzkie;skierniewicki;2;0,52;0;0;0;t1015
³ódzkie;tomaszowski;40;3,44;0;0;0;t1016
³ódzkie;wieluñski;0;0;0;0;0;t1017
³ódzkie;wieruszowski;2;0,48;2;0;2;t1018
³ódzkie;zduñskowolski;14;2,11;1;0;1;t1019
³ódzkie;zgierski;69;4,15;5;0;5;t1020
³ódzkie;brzeziñski;3;0,97;0;0;0;t1021
³ódzkie;£ódŸ;389;5,74;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;26;3,57;0;0;0;t1062
³ódzkie;Skierniewice;10;2,09;0;0;0;t1063
ma³opolskie;bocheñski;9;0,84;0;0;0;t1201
ma³opolskie;brzeski;5;0,54;0;0;0;t1202
ma³opolskie;chrzanowski;33;2,66;0;0;0;t1203
ma³opolskie;d¹browski;7;1,18;1;1;0;t1204
ma³opolskie;gorlicki;12;1,1;0;0;0;t1205
ma³opolskie;krakowski;71;2,53;1;1;0;t1206
ma³opolskie;limanowski;19;1,44;0;0;0;t1207
ma³opolskie;miechowski;2;0,41;1;1;0;t1208
ma³opolskie;myœlenicki;17;1,33;1;0;1;t1209
ma³opolskie;nowos¹decki;14;0,65;0;0;0;t1210
ma³opolskie;nowotarski;28;1,46;0;0;0;t1211
ma³opolskie;olkuski;16;1,44;0;0;0;t1212
ma³opolskie;oœwiêcimski;16;1,04;2;0;2;t1213
ma³opolskie;proszowicki;3;0,7;0;0;0;t1214
ma³opolskie;suski;9;1,07;0;0;0;t1215
ma³opolskie;tarnowski;13;0,65;4;3;1;t1216
ma³opolskie;tatrzañski;3;0,44;0;0;0;t1217
ma³opolskie;wadowicki;20;1,25;1;0;1;t1218
ma³opolskie;wielicki;21;1,62;0;0;0;t1219
ma³opolskie;Kraków;191;2,45;4;3;1;t1261
ma³opolskie;Nowy S¹cz;6;0,72;1;0;1;t1262
ma³opolskie;Tarnów;13;1,2;2;2;0;t1263
mazowieckie;bia³obrzeski;11;3,3;0;0;0;t1401
mazowieckie;ciechanowski;25;2,8;1;0;1;t1402
mazowieckie;garwoliñski;6;0,55;0;0;0;t1403
mazowieckie;gostyniñski;6;1,34;1;0;1;t1404
mazowieckie;grodziski;57;5,89;0;0;0;t1405
mazowieckie;grójecki;24;2,44;0;0;0;t1406
mazowieckie;kozienicki;28;4,68;1;0;1;t1407
mazowieckie;legionowski;26;2,18;0;0;0;t1408
mazowieckie;lipski;5;1,48;0;0;0;t1409
mazowieckie;³osicki;4;1,3;1;0;1;t1410
mazowieckie;makowski;6;1,34;0;0;0;t1411
mazowieckie;miñski;23;1,48;7;3;4;t1412
mazowieckie;m³awski;7;0,97;0;0;0;t1413
mazowieckie;nowodworski;26;3,27;1;0;1;t1414
mazowieckie;ostro³êcki;16;1,81;0;0;0;t1415
mazowieckie;ostrowski;19;2,64;0;0;0;t1416
mazowieckie;otwocki;31;2,49;0;0;0;t1417
mazowieckie;piaseczyñski;69;3,64;2;0;2;t1418
mazowieckie;p³ocki;17;1,53;2;0;2;t1419
mazowieckie;p³oñski;4;0,46;2;0;2;t1420
