Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;4423;1,15;92;10;82;t0000
dolnoœl¹skie;boles³awiecki;12;1,33;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;6;0,6;0;0;0;t0202
dolnoœl¹skie;g³ogowski;7;0,79;0;0;0;t0203
dolnoœl¹skie;górowski;2;0,58;0;0;0;t0204
dolnoœl¹skie;jaworski;4;0,8;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;7;1,1;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;t0207
dolnoœl¹skie;k³odzki;13;0,83;0;0;0;t0208
dolnoœl¹skie;legnicki;6;1,09;0;0;0;t0209
dolnoœl¹skie;lubañski;3;0,55;0;0;0;t0210
dolnoœl¹skie;lubiñski;3;0,28;1;0;1;t0211
dolnoœl¹skie;lwówecki;5;1,09;0;0;0;t0212
dolnoœl¹skie;milicki;2;0,54;0;0;0;t0213
dolnoœl¹skie;oleœnicki;13;1,21;0;0;0;t0214
dolnoœl¹skie;o³awski;14;1,82;0;0;0;t0215
dolnoœl¹skie;polkowicki;4;0,63;0;0;0;t0216
dolnoœl¹skie;strzeliñski;5;1,15;0;0;0;t0217
dolnoœl¹skie;œredzki;5;0,9;0;0;0;t0218
dolnoœl¹skie;œwidnicki;16;1,02;0;0;0;t0219
dolnoœl¹skie;trzebnicki;5;0,59;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;6;1,08;0;0;0;t0221
dolnoœl¹skie;wo³owski;8;1,71;0;0;0;t0222
dolnoœl¹skie;wroc³awski;26;1,69;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;3;0,47;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;0;0;1;1;0;t0225
dolnoœl¹skie;z³otoryjski;7;1,62;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;16;2,03;0;0;0;t0261
dolnoœl¹skie;Legnica;7;0,71;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;59;0,92;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;23;2,08;0;0;0;t0265
kujawsko-pomorskie;aleksandrowski;6;1,09;0;0;0;t0401
kujawsko-pomorskie;brodnicki;11;1,39;0;0;0;t0402
kujawsko-pomorskie;bydgoski;22;1,84;0;0;0;t0403
kujawsko-pomorskie;che³miñski;1;0,19;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;5;1,11;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;10;2,49;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;23;1,44;0;0;0;t0407
kujawsko-pomorskie;lipnowski;36;5,49;0;0;0;t0408
kujawsko-pomorskie;mogileñski;2;0,44;1;0;1;t0409
kujawsko-pomorskie;nakielski;9;1,04;0;0;0;t0410
kujawsko-pomorskie;radziejowski;9;2,24;0;0;0;t0411
kujawsko-pomorskie;rypiñski;1;0,23;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;4;0,98;0;0;0;t0413
kujawsko-pomorskie;œwiecki;10;1,01;0;0;0;t0414
kujawsko-pomorskie;toruñski;13;1,19;0;0;0;t0415
kujawsko-pomorskie;tucholski;20;4,14;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;3;0,88;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;13;1,51;0;0;0;t0418
kujawsko-pomorskie;¿niñski;6;0,86;0;0;0;t0419
kujawsko-pomorskie;Bydgoszcz;102;2,94;0;0;0;t0461
kujawsko-pomorskie;Grudzi¹dz;21;2,23;2;0;2;t0462
kujawsko-pomorskie;Toruñ;18;0,9;1;0;1;t0463
kujawsko-pomorskie;W³oc³awek;6;0,55;2;1;1;t0464
lubelskie;bialski;5;0,45;0;0;0;t0601
lubelskie;bi³gorajski;5;0,5;0;0;0;t0602
lubelskie;che³mski;9;1,16;2;1;1;t0603
lubelskie;hrubieszowski;9;1,44;0;0;0;t0604
lubelskie;janowski;4;0,88;0;0;0;t0605
lubelskie;krasnostawski;8;1,27;0;0;0;t0606
lubelskie;kraœnicki;8;0,84;0;0;0;t0607
lubelskie;lubartowski;5;0,57;0;0;0;t0608
lubelskie;lubelski;12;0,77;0;0;0;t0609
lubelskie;³êczyñski;3;0,52;0;0;0;t0610
lubelskie;³ukowski;1;0,09;0;0;0;t0611
lubelskie;opolski;3;0,51;0;0;0;t0612
lubelskie;parczewski;0;0;0;0;0;t0613
lubelskie;pu³awski;29;2,57;0;0;0;t0614
lubelskie;radzyñski;0;0;0;0;0;t0615
lubelskie;rycki;9;1,61;0;0;0;t0616
lubelskie;œwidnicki;6;0,84;0;0;0;t0617
lubelskie;tomaszowski;8;0,97;0;0;0;t0618
lubelskie;w³odawski;6;1,57;0;0;0;t0619
lubelskie;zamojski;4;0,38;1;0;1;t0620
lubelskie;Bia³a Podlaska;4;0,7;0;0;0;t0661
lubelskie;Che³m;8;1,3;4;2;2;t0662
lubelskie;Lublin;23;0,68;0;0;0;t0663
lubelskie;Zamoœæ;8;1,27;0;0;0;t0664
lubuskie;gorzowski;23;3,19;0;0;0;t0801
lubuskie;kroœnieñski;8;1,46;0;0;0;t0802
lubuskie;miêdzyrzecki;8;1,39;0;0;0;t0803
lubuskie;nowosolski;9;1,05;0;0;0;t0804
lubuskie;s³ubicki;13;2,77;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;9;1,84;0;0;0;t0806
lubuskie;sulêciñski;10;2,85;0;0;0;t0807
lubuskie;œwiebodziñski;10;1,8;0;0;0;t0808
lubuskie;zielonogórski;14;1,85;0;0;0;t0809
lubuskie;¿agañski;3;0,38;0;0;0;t0810
lubuskie;¿arski;11;1,15;0;0;0;t0811
lubuskie;wschowski;2;0,52;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;14;1,14;0;0;0;t0861
lubuskie;Zielona Góra;29;2,05;0;0;0;t0862
³ódzkie;be³chatowski;9;0,8;0;0;0;t1001
³ódzkie;kutnowski;18;1,87;0;0;0;t1002
³ódzkie;³aski;2;0,4;1;0;1;t1003
³ódzkie;³êczycki;2;0,4;0;0;0;t1004
³ódzkie;³owicki;1;0,13;0;0;0;t1005
³ódzkie;³ódzki wschodni;11;1,52;0;0;0;t1006
³ódzkie;opoczyñski;2;0,26;0;0;0;t1007
³ódzkie;pabianicki;7;0,59;0;0;0;t1008
³ódzkie;pajêczañski;3;0,59;1;0;1;t1009
³ódzkie;piotrkowski;2;0,22;0;0;0;t1010
³ódzkie;poddêbicki;2;0,49;0;0;0;t1011
³ódzkie;radomszczañski;4;0,36;0;0;0;t1012
³ódzkie;rawski;1;0,21;0;0;0;t1013
³ódzkie;sieradzki;4;0,34;6;1;5;t1014
³ódzkie;skierniewicki;1;0,26;0;0;0;t1015
³ódzkie;tomaszowski;5;0,43;0;0;0;t1016
³ódzkie;wieluñski;3;0,39;0;0;0;t1017
³ódzkie;wieruszowski;1;0,24;0;0;0;t1018
³ódzkie;zduñskowolski;1;0,15;0;0;0;t1019
³ódzkie;zgierski;20;1,2;0;0;0;t1020
³ódzkie;brzeziñski;2;0,65;0;0;0;t1021
³ódzkie;£ódŸ;135;1,99;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;2;0,27;0;0;0;t1062
³ódzkie;Skierniewice;0;0;0;0;0;t1063
ma³opolskie;bocheñski;18;1,68;0;0;0;t1201
ma³opolskie;brzeski;1;0,11;0;0;0;t1202
ma³opolskie;chrzanowski;16;1,29;0;0;0;t1203
ma³opolskie;d¹browski;1;0,17;0;0;0;t1204
ma³opolskie;gorlicki;7;0,64;0;0;0;t1205
ma³opolskie;krakowski;12;0,43;0;0;0;t1206
ma³opolskie;limanowski;4;0,3;0;0;0;t1207
ma³opolskie;miechowski;4;0,82;0;0;0;t1208
ma³opolskie;myœlenicki;10;0,78;0;0;0;t1209
ma³opolskie;nowos¹decki;6;0,28;0;0;0;t1210
ma³opolskie;nowotarski;3;0,16;0;0;0;t1211
ma³opolskie;olkuski;4;0,36;0;0;0;t1212
ma³opolskie;oœwiêcimski;6;0,39;0;0;0;t1213
ma³opolskie;proszowicki;1;0,23;0;0;0;t1214
ma³opolskie;suski;13;1,54;0;0;0;t1215
ma³opolskie;tarnowski;21;1,04;0;0;0;t1216
ma³opolskie;tatrzañski;6;0,88;0;0;0;t1217
ma³opolskie;wadowicki;7;0,44;0;0;0;t1218
ma³opolskie;wielicki;5;0,38;0;0;0;t1219
ma³opolskie;Kraków;47;0,6;0;0;0;t1261
ma³opolskie;Nowy S¹cz;7;0,84;0;0;0;t1262
ma³opolskie;Tarnów;15;1,39;0;0;0;t1263
mazowieckie;bia³obrzeski;2;0,6;0;0;0;t1401
mazowieckie;ciechanowski;6;0,67;0;0;0;t1402
mazowieckie;garwoliñski;5;0,46;0;0;0;t1403
mazowieckie;gostyniñski;3;0,67;2;0;2;t1404
mazowieckie;grodziski;5;0,52;0;0;0;t1405
mazowieckie;grójecki;23;2,34;0;0;0;t1406
mazowieckie;kozienicki;40;6,69;0;0;0;t1407
mazowieckie;legionowski;32;2,68;0;0;0;t1408
mazowieckie;lipski;1;0,3;0;0;0;t1409
mazowieckie;³osicki;0;0;0;0;0;t1410
mazowieckie;makowski;4;0,9;0;0;0;t1411
mazowieckie;miñski;11;0,71;1;0;1;t1412
mazowieckie;m³awski;7;0,97;0;0;0;t1413
