Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;8594;2,24;143;39;104;t0000
dolnoœl¹skie;boles³awiecki;5;0,56;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;11;1,09;0;0;0;t0202
dolnoœl¹skie;g³ogowski;10;1,13;0;0;0;t0203
dolnoœl¹skie;górowski;1;0,29;0;0;0;t0204
dolnoœl¹skie;jaworski;2;0,4;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;7;1,1;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;5;1,16;0;0;0;t0207
dolnoœl¹skie;k³odzki;21;1,34;0;0;0;t0208
dolnoœl¹skie;legnicki;6;1,09;0;0;0;t0209
dolnoœl¹skie;lubañski;9;1,66;0;0;0;t0210
dolnoœl¹skie;lubiñski;7;0,66;1;0;1;t0211
dolnoœl¹skie;lwówecki;8;1,75;0;0;0;t0212
dolnoœl¹skie;milicki;8;2,17;0;0;0;t0213
dolnoœl¹skie;oleœnicki;21;1,96;1;0;1;t0214
dolnoœl¹skie;o³awski;16;2,08;0;0;0;t0215
dolnoœl¹skie;polkowicki;6;0,95;0;0;0;t0216
dolnoœl¹skie;strzeliñski;4;0,92;0;0;0;t0217
dolnoœl¹skie;œredzki;6;1,08;0;0;0;t0218
dolnoœl¹skie;œwidnicki;23;1,47;0;0;0;t0219
dolnoœl¹skie;trzebnicki;21;2,46;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;15;2,71;0;0;0;t0221
dolnoœl¹skie;wo³owski;10;2,14;0;0;0;t0222
dolnoœl¹skie;wroc³awski;31;2,01;1;0;1;t0223
dolnoœl¹skie;z¹bkowicki;5;0,78;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;0;0;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;4;0,92;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;17;2,16;0;0;0;t0261
dolnoœl¹skie;Legnica;22;2,22;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;155;2,41;3;0;3;t0264
dolnoœl¹skie;Wa³brzych;30;2,71;2;0;2;t0265
kujawsko-pomorskie;aleksandrowski;12;2,18;1;0;1;t0401
kujawsko-pomorskie;brodnicki;8;1,01;0;0;0;t0402
kujawsko-pomorskie;bydgoski;44;3,68;0;0;0;t0403
kujawsko-pomorskie;che³miñski;20;3,86;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;12;2,67;1;0;1;t0405
kujawsko-pomorskie;grudzi¹dzki;6;1,49;1;0;1;t0406
kujawsko-pomorskie;inowroc³awski;71;4,46;0;0;0;t0407
kujawsko-pomorskie;lipnowski;14;2,13;1;1;0;t0408
kujawsko-pomorskie;mogileñski;16;3,52;0;0;0;t0409
kujawsko-pomorskie;nakielski;40;4,64;1;0;1;t0410
kujawsko-pomorskie;radziejowski;15;3,73;0;0;0;t0411
kujawsko-pomorskie;rypiñski;9;2,07;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;7;1,71;2;0;2;t0413
kujawsko-pomorskie;œwiecki;37;3,74;0;0;0;t0414
kujawsko-pomorskie;toruñski;52;4,77;0;0;0;t0415
kujawsko-pomorskie;tucholski;31;6,41;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;5;1,47;1;0;1;t0417
kujawsko-pomorskie;w³oc³awski;26;3,03;1;0;1;t0418
kujawsko-pomorskie;¿niñski;35;5;1;0;1;t0419
kujawsko-pomorskie;Bydgoszcz;169;4,87;0;0;0;t0461
kujawsko-pomorskie;Grudzi¹dz;38;4,04;1;0;1;t0462
kujawsko-pomorskie;Toruñ;103;5,12;0;0;0;t0463
kujawsko-pomorskie;W³oc³awek;18;1,65;2;0;2;t0464
lubelskie;bialski;10;0,91;3;3;0;t0601
lubelskie;bi³gorajski;0;0;1;0;1;t0602
lubelskie;che³mski;10;1,29;0;0;0;t0603
lubelskie;hrubieszowski;2;0,32;0;0;0;t0604
lubelskie;janowski;1;0,22;3;0;3;t0605
lubelskie;krasnostawski;12;1,91;0;0;0;t0606
lubelskie;kraœnicki;17;1,79;1;0;1;t0607
lubelskie;lubartowski;9;1,02;4;0;4;t0608
lubelskie;lubelski;38;2,44;0;0;0;t0609
lubelskie;³êczyñski;15;2,62;0;0;0;t0610
lubelskie;³ukowski;3;0,28;0;0;0;t0611
lubelskie;opolski;14;2,37;0;0;0;t0612
lubelskie;parczewski;2;0,58;0;0;0;t0613
lubelskie;pu³awski;23;2,04;0;0;0;t0614
lubelskie;radzyñski;0;0;2;0;2;t0615
lubelskie;rycki;7;1,25;0;0;0;t0616
lubelskie;œwidnicki;29;4,04;0;0;0;t0617
lubelskie;tomaszowski;0;0;0;0;0;t0618
lubelskie;w³odawski;4;1,05;2;0;2;t0619
lubelskie;zamojski;5;0,47;0;0;0;t0620
lubelskie;Bia³a Podlaska;13;2,27;2;2;0;t0661
lubelskie;Che³m;18;2,92;0;0;0;t0662
lubelskie;Lublin;52;1,53;0;0;0;t0663
lubelskie;Zamoœæ;15;2,37;2;0;2;t0664
lubuskie;gorzowski;17;2,36;0;0;0;t0801
lubuskie;kroœnieñski;70;12,8;1;1;0;t0802
lubuskie;miêdzyrzecki;14;2,44;0;0;0;t0803
lubuskie;nowosolski;8;0,93;0;0;0;t0804
lubuskie;s³ubicki;12;2,56;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;15;3,07;0;0;0;t0806
lubuskie;sulêciñski;8;2,28;0;0;0;t0807
lubuskie;œwiebodziñski;17;3,05;0;0;0;t0808
lubuskie;zielonogórski;22;2,91;0;0;0;t0809
lubuskie;¿agañski;12;1,53;0;0;0;t0810
lubuskie;¿arski;22;2,3;0;0;0;t0811
lubuskie;wschowski;2;0,52;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;47;3,81;0;0;0;t0861
lubuskie;Zielona Góra;54;3,82;0;0;0;t0862
³ódzkie;be³chatowski;15;1,33;3;0;3;t1001
³ódzkie;kutnowski;14;1,46;0;0;0;t1002
³ódzkie;³aski;10;2,01;0;0;0;t1003
³ódzkie;³êczycki;4;0,81;0;0;0;t1004
³ódzkie;³owicki;3;0,39;0;0;0;t1005
³ódzkie;³ódzki wschodni;16;2,21;0;0;0;t1006
³ódzkie;opoczyñski;1;0,13;0;0;0;t1007
³ódzkie;pabianicki;30;2,52;0;0;0;t1008
³ódzkie;pajêczañski;11;2,15;0;0;0;t1009
³ódzkie;piotrkowski;10;1,09;0;0;0;t1010
³ódzkie;poddêbicki;11;2,68;0;0;0;t1011
³ódzkie;radomszczañski;17;1,51;0;0;0;t1012
³ódzkie;rawski;3;0,62;1;1;0;t1013
³ódzkie;sieradzki;13;1,11;4;0;4;t1014
³ódzkie;skierniewicki;3;0,79;0;0;0;t1015
³ódzkie;tomaszowski;3;0,26;0;0;0;t1016
³ódzkie;wieluñski;14;1,84;0;0;0;t1017
³ódzkie;wieruszowski;6;1,43;0;0;0;t1018
³ódzkie;zduñskowolski;4;0,6;1;0;1;t1019
³ódzkie;zgierski;37;2,23;0;0;0;t1020
³ódzkie;brzeziñski;4;1,3;0;0;0;t1021
³ódzkie;£ódŸ;196;2,89;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;8;1,1;0;0;0;t1062
³ódzkie;Skierniewice;14;2,92;0;0;0;t1063
ma³opolskie;bocheñski;7;0,65;0;0;0;t1201
ma³opolskie;brzeski;7;0,75;0;0;0;t1202
ma³opolskie;chrzanowski;12;0,97;0;0;0;t1203
ma³opolskie;d¹browski;2;0,34;0;0;0;t1204
ma³opolskie;gorlicki;8;0,74;0;0;0;t1205
ma³opolskie;krakowski;31;1,11;0;0;0;t1206
ma³opolskie;limanowski;3;0,23;0;0;0;t1207
ma³opolskie;miechowski;1;0,21;0;0;0;t1208
ma³opolskie;myœlenicki;10;0,78;1;0;1;t1209
ma³opolskie;nowos¹decki;6;0,28;0;0;0;t1210
ma³opolskie;nowotarski;1;0,05;0;0;0;t1211
ma³opolskie;olkuski;6;0,54;0;0;0;t1212
ma³opolskie;oœwiêcimski;19;1,24;0;0;0;t1213
ma³opolskie;proszowicki;2;0,46;0;0;0;t1214
ma³opolskie;suski;9;1,07;0;0;0;t1215
ma³opolskie;tarnowski;15;0,74;0;0;0;t1216
ma³opolskie;tatrzañski;1;0,15;0;0;0;t1217
ma³opolskie;wadowicki;19;1,19;0;0;0;t1218
ma³opolskie;wielicki;9;0,69;0;0;0;t1219
ma³opolskie;Kraków;128;1,64;0;0;0;t1261
ma³opolskie;Nowy S¹cz;4;0,48;0;0;0;t1262
ma³opolskie;Tarnów;10;0,92;0;0;0;t1263
mazowieckie;bia³obrzeski;6;1,8;0;0;0;t1401
mazowieckie;ciechanowski;43;4,82;0;0;0;t1402
mazowieckie;garwoliñski;7;0,64;0;0;0;t1403
mazowieckie;gostyniñski;7;1,56;0;0;0;t1404
mazowieckie;grodziski;17;1,76;0;0;0;t1405
mazowieckie;grójecki;20;2,04;1;1;0;t1406
mazowieckie;kozienicki;6;1;0;0;0;t1407
mazowieckie;legionowski;40;3,35;0;0;0;t1408
mazowieckie;lipski;12;3,56;0;0;0;t1409
mazowieckie;³osicki;3;0,98;0;0;0;t1410
mazowieckie;makowski;5;1,12;0;0;0;t1411
mazowieckie;miñski;23;1,48;1;1;0;t1412
mazowieckie;m³awski;10;1,38;1;0;1;t1413
mazowieckie;nowodworski;14;1,76;0;0;0;t1414
mazowieckie;ostro³êcki;1;0,11;0;0;0;t1415
mazowieckie;ostrowski;13;1,8;0;0;0;t1416
mazowieckie;otwocki;42;3,37;1;0;1;t1417
mazowieckie;piaseczyñski;58;3,06;0;0;0;t1418
mazowieckie;p³ocki;9;0,81;0;0;0;t1419
mazowieckie;p³oñski;17;1,96;0;0;0;t1420
mazowieckie;pruszkowski;24;1,44;0;0;0;t1421
mazowieckie;przasnyski;19;3,63;0;0;0;t1422
mazowieckie;przysuski;6;1,45;1;0;1;t1423
mazowieckie;pu³tuski;3;0,58;0;0;0;t1424
mazowieckie;radomski;19;1,25;2;2;0;t1425
mazowieckie;siedlecki;3;0,37;0;0;0;t1426
mazowieckie;sierpecki;6;1,16;1;0;1;t1427
mazowieckie;sochaczewski;8;0,94;1;0;1;t1428
mazowieckie;soko³owski;6;1,12;0;0;0;t1429
mazowieckie;szyd³owiecki;1;0,25;0;0;0;t1430
mazowieckie;warszawski zachodni;25;2,09;0;0;0;t1432
mazowieckie;wêgrowski;14;2,13;1;0;1;t1433
mazowieckie;wo³omiñski;64;2,55;0;0;0;t1434
mazowieckie;wyszkowski;8;1,08;0;0;0;t1435
mazowieckie;zwoleñski;7;1,94;0;0;0;t1436
mazowieckie;¿uromiñski;1;0,26;0;0;0;t1437
mazowieckie;¿yrardowski;19;2,51;0;0;0;t1438
mazowieckie;Ostro³êka;2;0,39;0;0;0;t1461
mazowieckie;P³ock;18;1,51;0;0;0;t1462
mazowieckie;Radom;37;1,76;0;0;0;t1463
mazowieckie;Siedlce;3;0,38;0;0;0;t1464
mazowieckie;Warszawa;459;2,56;7;1;6;t1465
opolskie;brzeski;22;2,45;0;0;0;t1601
opolskie;g³ubczycki;8;1,77;0;0;0;t1602
opolskie;kêdzierzyñsko-kozielski;10;1,07;0;0;0;t1603
opolskie;kluczborski;2;0,31;0;0;0;t1604
opolskie;krapkowicki;11;1,73;0;0;0;t1605
opolskie;namys³owski;11;2,58;0;0;0;t1606
opolskie;nyski;32;2,36;0;0;0;t1607
opolskie;oleski;12;1,87;0;0;0;t1608
opolskie;opolski;13;1,05;1;0;1;t1609
opolskie;prudnicki;7;1,27;0;0;0;t1610
opolskie;strzelecki;10;1,35;0;0;0;t1611
opolskie;Opole;35;2,73;0;0;0;t1661
podkarpackie;bieszczadzki;3;1,39;0;0;0;t1801
podkarpackie;brzozowski;2;0,31;0;0;0;t1802
podkarpackie;dêbicki;3;0,22;2;0;2;t1803
podkarpackie;jaros³awski;7;0,58;1;0;1;t1804
podkarpackie;jasielski;1;0,09;0;0;0;t1805
podkarpackie;kolbuszowski;4;0,64;0;0;0;t1806
podkarpackie;kroœnieñski;0;0;0;0;0;t1807
podkarpackie;le¿ajski;7;1,01;0;0;0;t1808
podkarpackie;lubaczowski;4;0,73;0;0;0;t1809
podkarpackie;³añcucki;6;0,74;1;0;1;t1810
podkarpackie;mielecki;3;0,22;2;0;2;t1811
