wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;teryt
Ca³y kraj;Ca³y kraj;9410;2,45;177;41;136;t0000
dolnoœl¹skie;boles³awiecki;5;0,56;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;2;0,20;0;0;0;t0202
dolnoœl¹skie;g³ogowski;23;2,59;0;0;0;t0203
dolnoœl¹skie;górowski;8;2,31;0;0;0;t0204
dolnoœl¹skie;jaworski;3;0,60;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;7;1,10;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;5;1,16;0;0;0;t0207
dolnoœl¹skie;k³odzki;12;0,76;0;0;0;t0208
dolnoœl¹skie;legnicki;3;0,54;0;0;0;t0209
dolnoœl¹skie;lubañski;20;3,70;0;0;0;t0210
dolnoœl¹skie;lubiñski;8;0,75;1;0;1;t0211
dolnoœl¹skie;lwówecki;4;0,87;0;0;0;t0212
dolnoœl¹skie;milicki;7;1,90;2;1;1;t0213
dolnoœl¹skie;oleœnicki;14;1,30;0;0;0;t0214
dolnoœl¹skie;o³awski;13;1,69;0;0;0;t0215
dolnoœl¹skie;polkowicki;10;1,59;0;0;0;t0216
dolnoœl¹skie;strzeliñski;0;0;0;0;0;t0217
dolnoœl¹skie;œredzki;9;1,63;0;0;0;t0218
dolnoœl¹skie;œwidnicki;15;0,96;0;0;0;t0219
dolnoœl¹skie;trzebnicki;20;2,34;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;7;1,26;0;0;0;t0221
dolnoœl¹skie;wo³owski;12;2,57;0;0;0;t0222
dolnoœl¹skie;wroc³awski;29;1,88;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;10;1,55;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;32;3,60;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;7;1,62;0;0;0;t0226
