Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;11953;3,12;431;93;338;t0000
dolnoœl¹skie;boles³awiecki;38;4,22;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;6;0,6;0;0;0;t0202
dolnoœl¹skie;g³ogowski;21;2,36;4;0;4;t0203
dolnoœl¹skie;górowski;11;3,17;0;0;0;t0204
dolnoœl¹skie;jaworski;20;4,01;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;16;2,52;1;1;0;t0206
dolnoœl¹skie;kamiennogórski;3;0,7;0;0;0;t0207
dolnoœl¹skie;k³odzki;19;1,21;2;0;2;t0208
dolnoœl¹skie;legnicki;6;1,09;0;0;0;t0209
dolnoœl¹skie;lubañski;13;2,4;0;0;0;t0210
dolnoœl¹skie;lubiñski;14;1,32;0;0;0;t0211
dolnoœl¹skie;lwówecki;11;2,4;0;0;0;t0212
dolnoœl¹skie;milicki;12;3,25;0;0;0;t0213
dolnoœl¹skie;oleœnicki;23;2,14;3;0;3;t0214
dolnoœl¹skie;o³awski;21;2,73;1;1;0;t0215
dolnoœl¹skie;polkowicki;11;1,74;1;0;1;t0216
dolnoœl¹skie;strzeliñski;1;0,23;0;0;0;t0217
dolnoœl¹skie;œredzki;3;0,54;1;0;1;t0218
dolnoœl¹skie;œwidnicki;39;2,49;0;0;0;t0219
dolnoœl¹skie;trzebnicki;26;3,04;1;0;1;t0220
dolnoœl¹skie;wa³brzyski;15;2,71;1;0;1;t0221
dolnoœl¹skie;wo³owski;9;1,93;0;0;0;t0222
dolnoœl¹skie;wroc³awski;52;3,38;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;21;3,26;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;18;2,03;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;5;1,16;1;1;0;t0226
dolnoœl¹skie;Jelenia Góra;24;3,05;1;0;1;t0261
dolnoœl¹skie;Legnica;13;1,31;2;0;2;t0262
dolnoœl¹skie;Wroc³aw;185;2,87;3;0;3;t0264
dolnoœl¹skie;Wa³brzych;25;2,26;5;0;5;t0265
kujawsko-pomorskie;aleksandrowski;31;5,64;5;0;5;t0401
kujawsko-pomorskie;brodnicki;26;3,29;0;0;0;t0402
kujawsko-pomorskie;bydgoski;77;6,45;0;0;0;t0403
kujawsko-pomorskie;che³miñski;25;4,82;2;1;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;17;3,78;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;28;6,96;1;0;1;t0406
kujawsko-pomorskie;inowroc³awski;103;6,47;14;2;12;t0407
kujawsko-pomorskie;lipnowski;12;1,83;2;2;0;t0408
