Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;5048;1,32;69;4;65;t0000
dolnoœl¹skie;boles³awiecki;17;1,89;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;3;0,3;0;0;0;t0202
dolnoœl¹skie;g³ogowski;9;1,01;0;0;0;t0203
dolnoœl¹skie;górowski;1;0,29;0;0;0;t0204
dolnoœl¹skie;jaworski;5;1;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;1;0,16;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;1;0,23;0;0;0;t0207
dolnoœl¹skie;k³odzki;9;0,57;0;0;0;t0208
dolnoœl¹skie;legnicki;1;0,18;0;0;0;t0209
dolnoœl¹skie;lubañski;0;0;0;0;0;t0210
dolnoœl¹skie;lubiñski;4;0,38;0;0;0;t0211
dolnoœl¹skie;lwówecki;0;0;0;0;0;t0212
dolnoœl¹skie;milicki;3;0,81;0;0;0;t0213
dolnoœl¹skie;oleœnicki;20;1,86;0;0;0;t0214
dolnoœl¹skie;o³awski;12;1,56;0;0;0;t0215
dolnoœl¹skie;polkowicki;2;0,32;0;0;0;t0216
dolnoœl¹skie;strzeliñski;9;2,07;0;0;0;t0217
dolnoœl¹skie;œredzki;5;0,9;0;0;0;t0218
dolnoœl¹skie;œwidnicki;7;0,45;0;0;0;t0219
dolnoœl¹skie;trzebnicki;5;0,59;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;8;1,44;0;0;0;t0221
dolnoœl¹skie;wo³owski;4;0,86;0;0;0;t0222
dolnoœl¹skie;wroc³awski;15;0,97;0;0;0;t0223
dolnoœl¹skie;z¹bkowicki;8;1,24;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;5;0,56;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;2;0,46;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;2;0,25;0;0;0;t0261
dolnoœl¹skie;Legnica;9;0,91;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;39;0,61;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;13;1,18;0;0;0;t0265
kujawsko-pomorskie;aleksandrowski;1;0,18;0;0;0;t0401
kujawsko-pomorskie;brodnicki;11;1,39;0;0;0;t0402
kujawsko-pomorskie;bydgoski;52;4,35;0;0;0;t0403
kujawsko-pomorskie;che³miñski;8;1,54;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;3;0,67;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;10;2,49;1;0;1;t0406
kujawsko-pomorskie;inowroc³awski;35;2,2;4;0;4;t0407
kujawsko-pomorskie;lipnowski;3;0,46;0;0;0;t0408
kujawsko-pomorskie;mogileñski;2;0,44;0;0;0;t0409
kujawsko-pomorskie;nakielski;21;2,44;0;0;0;t0410
kujawsko-pomorskie;radziejowski;6;1,49;0;0;0;t0411
kujawsko-pomorskie;rypiñski;2;0,46;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;1;0,24;0;0;0;t0413
kujawsko-pomorskie;œwiecki;22;2,22;0;0;0;t0414
