Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;13110;3,42;544;132;412;t0000
dolnoœl¹skie;boles³awiecki;39;4,33;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;14;1,39;1;0;1;t0202
dolnoœl¹skie;g³ogowski;19;2,14;0;0;0;t0203
dolnoœl¹skie;górowski;4;1,15;0;0;0;t0204
dolnoœl¹skie;jaworski;12;2,4;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;13;2,05;1;1;0;t0206
dolnoœl¹skie;kamiennogórski;13;3,02;0;0;0;t0207
dolnoœl¹skie;k³odzki;38;2,42;6;0;6;t0208
dolnoœl¹skie;legnicki;6;1,09;1;0;1;t0209
dolnoœl¹skie;lubañski;29;5,36;0;0;0;t0210
dolnoœl¹skie;lubiñski;24;2,26;2;0;2;t0211
dolnoœl¹skie;lwówecki;19;4,15;0;0;0;t0212
dolnoœl¹skie;milicki;5;1,35;0;0;0;t0213
dolnoœl¹skie;oleœnicki;18;1,68;0;0;0;t0214
dolnoœl¹skie;o³awski;23;2,99;0;0;0;t0215
dolnoœl¹skie;polkowicki;9;1,43;0;0;0;t0216
dolnoœl¹skie;strzeliñski;12;2,76;0;0;0;t0217
dolnoœl¹skie;œredzki;12;2,17;0;0;0;t0218
dolnoœl¹skie;œwidnicki;42;2,68;1;1;0;t0219
dolnoœl¹skie;trzebnicki;22;2,58;1;0;1;t0220
dolnoœl¹skie;wa³brzyski;25;4,51;3;0;3;t0221
dolnoœl¹skie;wo³owski;15;3,21;1;0;1;t0222
dolnoœl¹skie;wroc³awski;34;2,21;4;0;4;t0223
dolnoœl¹skie;z¹bkowicki;10;1,55;1;1;0;t0224
dolnoœl¹skie;zgorzelecki;12;1,35;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;14;3,24;1;0;1;t0226
dolnoœl¹skie;Jelenia Góra;34;4,32;0;0;0;t0261
dolnoœl¹skie;Legnica;27;2,73;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;220;3,42;22;0;22;t0264
dolnoœl¹skie;Wa³brzych;33;2,98;4;0;4;t0265
kujawsko-pomorskie;aleksandrowski;13;2,36;2;1;1;t0401
kujawsko-pomorskie;brodnicki;12;1,52;1;1;0;t0402
kujawsko-pomorskie;bydgoski;72;6,03;4;0;4;t0403
kujawsko-pomorskie;che³miñski;16;3,09;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;3;0,67;3;1;2;t0405
kujawsko-pomorskie;grudzi¹dzki;18;4,48;1;1;0;t0406
kujawsko-pomorskie;inowroc³awski;58;3,64;4;1;3;t0407
kujawsko-pomorskie;lipnowski;23;3,51;3;3;0;t0408
kujawsko-pomorskie;mogileñski;14;3,08;4;3;1;t0409
kujawsko-pomorskie;nakielski;108;12,53;0;0;0;t0410
kujawsko-pomorskie;radziejowski;15;3,73;1;0;1;t0411
kujawsko-pomorskie;rypiñski;4;0,92;2;0;2;t0412
kujawsko-pomorskie;sêpoleñski;16;3,91;1;0;1;t0413
kujawsko-pomorskie;œwiecki;65;6,57;0;0;0;t0414
kujawsko-pomorskie;toruñski;55;5,05;0;0;0;t0415
kujawsko-pomorskie;tucholski;18;3,72;0;0;0;t0416
kujawsko-pomorskie;w¹brzeski;3;0,88;3;3;0;t0417
kujawsko-pomorskie;w³oc³awski;15;1,75;2;2;0;t0418
kujawsko-pomorskie;¿niñski;42;5,99;1;0;1;t0419
kujawsko-pomorskie;Bydgoszcz;209;6,03;11;0;11;t0461
kujawsko-pomorskie;Grudzi¹dz;66;7,02;2;0;2;t0462
kujawsko-pomorskie;Toruñ;121;6,02;5;0;5;t0463
kujawsko-pomorskie;W³oc³awek;36;3,29;2;0;2;t0464
lubelskie;bialski;43;3,89;1;0;1;t0601
lubelskie;bi³gorajski;9;0,89;1;1;0;t0602
lubelskie;che³mski;21;2,7;1;1;0;t0603
lubelskie;hrubieszowski;15;2,4;1;0;1;t0604
lubelskie;janowski;6;1,32;1;0;1;t0605
lubelskie;krasnostawski;35;5,56;1;0;1;t0606
lubelskie;kraœnicki;21;2,21;0;0;0;t0607
lubelskie;lubartowski;18;2,04;0;0;0;t0608
lubelskie;lubelski;39;2,5;0;0;0;t0609
lubelskie;³êczyñski;11;1,92;0;0;0;t0610
lubelskie;³ukowski;9;0,84;0;0;0;t0611
lubelskie;opolski;14;2,37;1;0;1;t0612
lubelskie;parczewski;3;0,87;1;1;0;t0613
lubelskie;pu³awski;29;2,57;1;0;1;t0614
lubelskie;radzyñski;9;1,54;1;0;1;t0615
lubelskie;rycki;11;1,97;0;0;0;t0616
lubelskie;œwidnicki;24;3,35;1;0;1;t0617
lubelskie;tomaszowski;35;4,25;1;0;1;t0618
lubelskie;w³odawski;25;6,54;0;0;0;t0619
lubelskie;zamojski;23;2,17;0;0;0;t0620
lubelskie;Bia³a Podlaska;11;1,92;2;1;1;t0661
lubelskie;Che³m;44;7,14;1;1;0;t0662
lubelskie;Lublin;155;4,56;0;0;0;t0663
lubelskie;Zamoœæ;29;4,59;0;0;0;t0664
lubuskie;gorzowski;32;4,44;4;4;0;t0801
lubuskie;kroœnieñski;18;3,29;0;0;0;t0802
lubuskie;miêdzyrzecki;58;10,11;0;0;0;t0803
lubuskie;nowosolski;16;1,86;1;0;1;t0804
lubuskie;s³ubicki;31;6,61;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;13;2,66;0;0;0;t0806
lubuskie;sulêciñski;24;6,84;0;0;0;t0807
lubuskie;œwiebodziñski;31;5,57;1;1;0;t0808
lubuskie;zielonogórski;22;2,91;3;0;3;t0809
lubuskie;¿agañski;26;3,31;1;1;0;t0810
lubuskie;¿arski;37;3,86;0;0;0;t0811
lubuskie;wschowski;6;1,55;1;1;0;t0812
lubuskie;Gorzów Wielkopolski;59;4,78;3;3;0;t0861
lubuskie;Zielona Góra;74;5,24;4;1;3;t0862
³ódzkie;be³chatowski;31;2,75;3;0;3;t1001
³ódzkie;kutnowski;22;2,29;2;1;1;t1002
³ódzkie;³aski;8;1,61;0;0;0;t1003
³ódzkie;³êczycki;15;3,03;3;1;2;t1004
³ódzkie;³owicki;2;0,26;0;0;0;t1005
³ódzkie;³ódzki wschodni;38;5,25;2;0;2;t1006
³ódzkie;opoczyñski;6;0,79;0;0;0;t1007
³ódzkie;pabianicki;49;4,11;1;0;1;t1008
³ódzkie;pajêczañski;7;1,37;0;0;0;t1009
³ódzkie;piotrkowski;10;1,09;0;0;0;t1010
³ódzkie;poddêbicki;19;4,63;0;0;0;t1011
³ódzkie;radomszczañski;18;1,6;1;0;1;t1012
³ódzkie;rawski;12;2,47;0;0;0;t1013
³ódzkie;sieradzki;61;5,2;4;4;0;t1014
³ódzkie;skierniewicki;7;1,83;1;1;0;t1015
³ódzkie;tomaszowski;50;4,31;0;0;0;t1016
³ódzkie;wieluñski;16;2,1;2;2;0;t1017
³ódzkie;wieruszowski;11;2,62;0;0;0;t1018
³ódzkie;zduñskowolski;23;3,47;1;1;0;t1019
³ódzkie;zgierski;46;2,77;6;0;6;t1020
³ódzkie;brzeziñski;16;5,2;1;0;1;t1021
³ódzkie;£ódŸ;331;4,89;14;0;14;t1061
³ódzkie;Piotrków Trybunalski;16;2,2;0;0;0;t1062
³ódzkie;Skierniewice;24;5,01;0;0;0;t1063
ma³opolskie;bocheñski;23;2,15;2;2;0;t1201
ma³opolskie;brzeski;7;0,75;0;0;0;t1202
ma³opolskie;chrzanowski;27;2,17;3;3;0;t1203
ma³opolskie;d¹browski;7;1,18;2;2;0;t1204
ma³opolskie;gorlicki;17;1,56;8;2;6;t1205
ma³opolskie;krakowski;36;1,28;1;0;1;t1206
ma³opolskie;limanowski;5;0,38;0;0;0;t1207
ma³opolskie;miechowski;9;1,85;0;0;0;t1208
ma³opolskie;myœlenicki;22;1,72;0;0;0;t1209
ma³opolskie;nowos¹decki;15;0,69;1;1;0;t1210
ma³opolskie;nowotarski;3;0,16;1;0;1;t1211
ma³opolskie;olkuski;11;0,99;3;2;1;t1212
ma³opolskie;oœwiêcimski;31;2,02;0;0;0;t1213
ma³opolskie;proszowicki;4;0,93;0;0;0;t1214
ma³opolskie;suski;8;0,95;0;0;0;t1215
ma³opolskie;tarnowski;25;1,24;0;0;0;t1216
ma³opolskie;tatrzañski;2;0,29;0;0;0;t1217
ma³opolskie;wadowicki;20;1,25;2;0;2;t1218
ma³opolskie;wielicki;22;1,69;0;0;0;t1219
ma³opolskie;Kraków;148;1,9;2;2;0;t1261
ma³opolskie;Nowy S¹cz;5;0,6;2;0;2;t1262
ma³opolskie;Tarnów;25;2,31;0;0;0;t1263
mazowieckie;bia³obrzeski;5;1,5;1;0;1;t1401
mazowieckie;ciechanowski;33;3,7;0;0;0;t1402
mazowieckie;garwoliñski;11;1,01;0;0;0;t1403
mazowieckie;gostyniñski;4;0,89;4;0;4;t1404
mazowieckie;grodziski;25;2,59;0;0;0;t1405
mazowieckie;grójecki;49;4,99;4;4;0;t1406
mazowieckie;kozienicki;8;1,34;0;0;0;t1407
mazowieckie;legionowski;37;3,1;0;0;0;t1408
mazowieckie;lipski;10;2,96;0;0;0;t1409
mazowieckie;³osicki;3;0,98;0;0;0;t1410
mazowieckie;makowski;5;1,12;0;0;0;t1411
mazowieckie;miñski;29;1,87;2;0;2;t1412
mazowieckie;m³awski;14;1,93;1;0;1;t1413
mazowieckie;nowodworski;7;0,88;2;0;2;t1414
mazowieckie;ostro³êcki;29;3,27;0;0;0;t1415
mazowieckie;ostrowski;12;1,66;0;0;0;t1416
mazowieckie;otwocki;74;5,95;2;0;2;t1417
mazowieckie;piaseczyñski;83;4,38;4;2;2;t1418
mazowieckie;p³ocki;44;3,97;3;1;2;t1419
mazowieckie;p³oñski;30;3,45;0;0;0;t1420
mazowieckie;pruszkowski;69;4,15;3;0;3;t1421
mazowieckie;przasnyski;18;3,44;0;0;0;t1422
mazowieckie;przysuski;6;1,45;3;0;3;t1423
mazowieckie;pu³tuski;10;1,93;0;0;0;t1424
mazowieckie;radomski;40;2,63;0;0;0;t1425
mazowieckie;siedlecki;12;1,47;1;0;1;t1426
mazowieckie;sierpecki;4;0,77;2;0;2;t1427
mazowieckie;sochaczewski;10;1,18;0;0;0;t1428
mazowieckie;soko³owski;2;0,37;0;0;0;t1429
mazowieckie;szyd³owiecki;2;0,51;1;0;1;t1430
mazowieckie;warszawski zachodni;40;3,35;0;0;0;t1432
mazowieckie;wêgrowski;12;1,83;0;0;0;t1433
mazowieckie;wo³omiñski;87;3,46;0;0;0;t1434
mazowieckie;wyszkowski;16;2,15;2;0;2;t1435
mazowieckie;zwoleñski;4;1,11;0;0;0;t1436
mazowieckie;¿uromiñski;1;0,26;0;0;0;t1437
mazowieckie;¿yrardowski;25;3,31;1;1;0;t1438
mazowieckie;Ostro³êka;12;2,31;2;0;2;t1461
mazowieckie;P³ock;66;5,55;4;3;1;t1462
mazowieckie;Radom;82;3,89;0;0;0;t1463
mazowieckie;Siedlce;14;1,79;1;0;1;t1464
mazowieckie;Warszawa;678;3,78;15;0;15;t1465
opolskie;brzeski;19;2,12;1;0;1;t1601
opolskie;g³ubczycki;33;7,29;2;0;2;t1602
opolskie;kêdzierzyñsko-kozielski;31;3,31;1;0;1;t1603
opolskie;kluczborski;21;3,22;0;0;0;t1604
opolskie;krapkowicki;20;3,15;0;0;0;t1605
opolskie;namys³owski;45;10,54;0;0;0;t1606
opolskie;nyski;50;3,69;2;0;2;t1607
opolskie;oleski;9;1,4;0;0;0;t1608
opolskie;opolski;35;2,83;3;0;3;t1609
opolskie;prudnicki;13;2,36;0;0;0;t1610
opolskie;strzelecki;29;3,91;1;1;0;t1611
opolskie;Opole;32;2,5;3;0;3;t1661
podkarpackie;bieszczadzki;1;0,46;0;0;0;t1801
podkarpackie;brzozowski;6;0,92;1;1;0;t1802
podkarpackie;dêbicki;9;0,67;3;1;2;t1803
podkarpackie;jaros³awski;14;1,17;0;0;0;t1804
podkarpackie;jasielski;9;0,79;2;0;2;t1805
podkarpackie;kolbuszowski;5;0,8;2;0;2;t1806
podkarpackie;kroœnieñski;11;0,98;1;0;1;t1807
podkarpackie;le¿ajski;9;1,3;4;0;4;t1808
podkarpackie;lubaczowski;16;2,91;2;1;1;t1809
podkarpackie;³añcucki;22;2,71;1;0;1;t1810
podkarpackie;mielecki;22;1,61;4;0;4;t1811
podkarpackie;ni¿añski;0;0;0;0;0;t1812
podkarpackie;przemyski;12;1,62;2;0;2;t1813
podkarpackie;przeworski;6;0,77;0;0;0;t1814
podkarpackie;ropczycko-sêdziszowski;3;0,4;2;1;1;t1815
podkarpackie;rzeszowski;11;0,65;0;0;0;t1816
podkarpackie;sanocki;2;0,21;0;0;0;t1817
podkarpackie;stalowowolski;9;0,85;1;0;1;t1818
podkarpackie;strzy¿owski;5;0,82;2;2;0;t1819
podkarpackie;tarnobrzeski;10;1,89;1;0;1;t1820
podkarpackie;leski;0;0;0;0;0;t1821
podkarpackie;Krosno;8;1,73;1;0;1;t1861
podkarpackie;Przemyœl;12;1,99;1;0;1;t1862
podkarpackie;Rzeszów;45;2,29;5;2;3;t1863
podkarpackie;Tarnobrzeg;13;2,79;1;0;1;t1864
podlaskie;augustowski;15;2,59;4;4;0;t2001
podlaskie;bia³ostocki;54;3,59;5;1;4;t2002
podlaskie;bielski;8;1,48;0;0;0;t2003
podlaskie;grajewski;1;0,21;0;0;0;t2004
podlaskie;hajnowski;12;2,84;3;1;2;t2005
podlaskie;kolneñski;4;1,05;2;0;2;t2006
podlaskie;³om¿yñski;6;1,18;2;1;1;t2007
podlaskie;moniecki;1;0,25;0;0;0;t2008
podlaskie;sejneñski;5;2,52;0;0;0;t2009
podlaskie;siemiatycki;7;1,59;3;0;3;t2010
podlaskie;sokólski;17;2,56;0;0;0;t2011
podlaskie;suwalski;11;3,09;0;0;0;t2012
podlaskie;wysokomazowiecki;4;0,71;2;1;1;t2013
podlaskie;zambrowski;17;3,92;2;1;1;t2014
podlaskie;Bia³ystok;94;3,16;13;7;6;t2061
podlaskie;£om¿a;14;2,23;1;1;0;t2062
podlaskie;Suwa³ki;38;5,45;3;0;3;t2063
pomorskie;bytowski;18;2,27;0;0;0;t2201
pomorskie;chojnicki;22;2,25;2;0;2;t2202
pomorskie;cz³uchowski;49;8,76;1;0;1;t2203
pomorskie;gdañski;49;4,11;0;0;0;t2204
pomorskie;kartuski;32;2,27;0;0;0;t2205
pomorskie;koœcierski;8;1,1;0;0;0;t2206
pomorskie;kwidzyñski;33;3,97;0;0;0;t2207
pomorskie;lêborski;23;3,48;1;0;1;t2208
pomorskie;malborski;28;4,42;1;0;1;t2209
pomorskie;nowodworski;25;7,05;1;0;1;t2210
pomorskie;pucki;27;3,1;1;1;0;t2211
