Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;13115;3,42;497;132;365;t0000
dolnoœl¹skie;boles³awiecki;36;4;1;0;1;t0201
dolnoœl¹skie;dzier¿oniowski;8;0,8;1;0;1;t0202
dolnoœl¹skie;g³ogowski;11;1,24;1;0;1;t0203
dolnoœl¹skie;górowski;4;1,15;0;0;0;t0204
dolnoœl¹skie;jaworski;14;2,8;2;2;0;t0205
dolnoœl¹skie;jeleniogórski;29;4,57;1;0;1;t0206
dolnoœl¹skie;kamiennogórski;11;2,55;0;0;0;t0207
dolnoœl¹skie;k³odzki;23;1,46;0;0;0;t0208
dolnoœl¹skie;legnicki;8;1,45;4;4;0;t0209
dolnoœl¹skie;lubañski;13;2,4;2;2;0;t0210
dolnoœl¹skie;lubiñski;34;3,2;3;0;3;t0211
dolnoœl¹skie;lwówecki;11;2,4;0;0;0;t0212
dolnoœl¹skie;milicki;9;2,44;0;0;0;t0213
dolnoœl¹skie;oleœnicki;28;2,61;0;0;0;t0214
dolnoœl¹skie;o³awski;16;2,08;0;0;0;t0215
dolnoœl¹skie;polkowicki;8;1,27;0;0;0;t0216
dolnoœl¹skie;strzeliñski;13;2,99;0;0;0;t0217
dolnoœl¹skie;œredzki;9;1,63;0;0;0;t0218
dolnoœl¹skie;œwidnicki;35;2,24;1;0;1;t0219
dolnoœl¹skie;trzebnicki;17;1,99;1;0;1;t0220
dolnoœl¹skie;wa³brzyski;17;3,07;0;0;0;t0221
dolnoœl¹skie;wo³owski;17;3,64;0;0;0;t0222
dolnoœl¹skie;wroc³awski;47;3,05;1;0;1;t0223
dolnoœl¹skie;z¹bkowicki;16;2,48;0;0;0;t0224
dolnoœl¹skie;zgorzelecki;30;3,38;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;9;2,08;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;20;2,54;4;3;1;t0261
dolnoœl¹skie;Legnica;16;1,61;3;3;0;t0262
dolnoœl¹skie;Wroc³aw;216;3,36;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;17;1,54;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;24;4,36;0;0;0;t0401
kujawsko-pomorskie;brodnicki;19;2,4;2;0;2;t0402
kujawsko-pomorskie;bydgoski;87;7,28;0;0;0;t0403
kujawsko-pomorskie;che³miñski;39;7,53;1;0;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;4;0,89;1;0;1;t0405
kujawsko-pomorskie;grudzi¹dzki;36;8,95;0;0;0;t0406
kujawsko-pomorskie;inowroc³awski;133;8,35;8;1;7;t0407
kujawsko-pomorskie;lipnowski;15;2,29;0;0;0;t0408
kujawsko-pomorskie;mogileñski;20;4,39;1;1;0;t0409
kujawsko-pomorskie;nakielski;17;1,97;1;0;1;t0410
kujawsko-pomorskie;radziejowski;15;3,73;0;0;0;t0411
kujawsko-pomorskie;rypiñski;6;1,38;2;0;2;t0412
kujawsko-pomorskie;sêpoleñski;27;6,6;4;0;4;t0413
kujawsko-pomorskie;œwiecki;55;5,56;1;0;1;t0414
kujawsko-pomorskie;toruñski;94;8,63;0;0;0;t0415
kujawsko-pomorskie;tucholski;29;6;2;1;1;t0416
kujawsko-pomorskie;w¹brzeski;11;3,22;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;28;3,26;3;0;3;t0418
kujawsko-pomorskie;¿niñski;42;5,99;2;0;2;t0419
kujawsko-pomorskie;Bydgoszcz;309;8,91;0;0;0;t0461
kujawsko-pomorskie;Grudzi¹dz;90;9,57;1;0;1;t0462
kujawsko-pomorskie;Toruñ;176;8,75;6;6;0;t0463
kujawsko-pomorskie;W³oc³awek;35;3,2;4;0;4;t0464
lubelskie;bialski;24;2,17;2;2;0;t0601
lubelskie;bi³gorajski;6;0,6;5;0;5;t0602
lubelskie;che³mski;28;3,6;0;0;0;t0603
lubelskie;hrubieszowski;24;3,84;0;0;0;t0604
lubelskie;janowski;7;1,54;2;0;2;t0605
lubelskie;krasnostawski;28;4,45;3;0;3;t0606
lubelskie;kraœnicki;23;2,42;3;1;2;t0607
lubelskie;lubartowski;19;2,16;0;0;0;t0608
lubelskie;lubelski;29;1,86;3;0;3;t0609
lubelskie;³êczyñski;18;3,14;1;0;1;t0610
lubelskie;³ukowski;4;0,38;2;0;2;t0611
lubelskie;opolski;22;3,73;1;0;1;t0612
lubelskie;parczewski;1;0,29;2;0;2;t0613
lubelskie;pu³awski;32;2,84;1;1;0;t0614
lubelskie;radzyñski;16;2,73;0;0;0;t0615
lubelskie;rycki;17;3,04;0;0;0;t0616
lubelskie;œwidnicki;50;6,97;0;0;0;t0617
lubelskie;tomaszowski;16;1,94;2;1;1;t0618
lubelskie;w³odawski;19;4,97;0;0;0;t0619
lubelskie;zamojski;18;1,7;2;0;2;t0620
lubelskie;Bia³a Podlaska;25;4,37;1;0;1;t0661
lubelskie;Che³m;41;6,66;0;0;0;t0662
lubelskie;Lublin;109;3,21;0;0;0;t0663
lubelskie;Zamoœæ;22;3,48;3;0;3;t0664
lubuskie;gorzowski;35;4,86;1;1;0;t0801
lubuskie;kroœnieñski;37;6,76;0;0;0;t0802
lubuskie;miêdzyrzecki;20;3,49;1;0;1;t0803
lubuskie;nowosolski;22;2,56;0;0;0;t0804
lubuskie;s³ubicki;34;7,25;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;6;1,23;0;0;0;t0806
lubuskie;sulêciñski;27;7,69;1;0;1;t0807
lubuskie;œwiebodziñski;26;4,67;2;1;1;t0808
lubuskie;zielonogórski;14;1,85;0;0;0;t0809
lubuskie;¿agañski;32;4,07;1;1;0;t0810
