Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;11013;2,87;426;122;304;t0000
dolnoœl¹skie;boles³awiecki;24;2,67;2;0;2;t0201
dolnoœl¹skie;dzier¿oniowski;7;0,7;1;0;1;t0202
dolnoœl¹skie;g³ogowski;12;1,35;0;0;0;t0203
dolnoœl¹skie;górowski;11;3,17;0;0;0;t0204
dolnoœl¹skie;jaworski;16;3,2;4;4;0;t0205
dolnoœl¹skie;jeleniogórski;13;2,05;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;8;1,86;0;0;0;t0207
dolnoœl¹skie;k³odzki;14;0,89;0;0;0;t0208
dolnoœl¹skie;legnicki;2;0,36;0;0;0;t0209
dolnoœl¹skie;lubañski;11;2,03;0;0;0;t0210
dolnoœl¹skie;lubiñski;51;4,81;1;0;1;t0211
dolnoœl¹skie;lwówecki;6;1,31;0;0;0;t0212
dolnoœl¹skie;milicki;5;1,35;0;0;0;t0213
dolnoœl¹skie;oleœnicki;34;3,17;0;0;0;t0214
dolnoœl¹skie;o³awski;20;2,6;2;2;0;t0215
dolnoœl¹skie;polkowicki;9;1,43;0;0;0;t0216
dolnoœl¹skie;strzeliñski;15;3,45;0;0;0;t0217
dolnoœl¹skie;œredzki;18;3,25;0;0;0;t0218
dolnoœl¹skie;œwidnicki;38;2,43;4;0;4;t0219
dolnoœl¹skie;trzebnicki;22;2,58;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;13;2,35;0;0;0;t0221
dolnoœl¹skie;wo³owski;11;2,35;0;0;0;t0222
dolnoœl¹skie;wroc³awski;45;2,92;2;0;2;t0223
dolnoœl¹skie;z¹bkowicki;9;1,4;1;1;0;t0224
dolnoœl¹skie;zgorzelecki;28;3,15;7;7;0;t0225
dolnoœl¹skie;z³otoryjski;7;1,62;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;26;3,3;1;1;0;t0261
dolnoœl¹skie;Legnica;17;1,72;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;168;2,61;6;0;6;t0264
dolnoœl¹skie;Wa³brzych;31;2,8;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;11;2;3;0;3;t0401
kujawsko-pomorskie;brodnicki;19;2,4;1;0;1;t0402
kujawsko-pomorskie;bydgoski;73;6,11;1;0;1;t0403
kujawsko-pomorskie;che³miñski;19;3,67;1;0;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;11;2,45;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;35;8,71;1;0;1;t0406
kujawsko-pomorskie;inowroc³awski;58;3,64;0;0;0;t0407
kujawsko-pomorskie;lipnowski;15;2,29;0;0;0;t0408
kujawsko-pomorskie;mogileñski;11;2,42;1;1;0;t0409
kujawsko-pomorskie;nakielski;78;9,05;1;0;1;t0410
kujawsko-pomorskie;radziejowski;16;3,98;2;0;2;t0411
kujawsko-pomorskie;rypiñski;5;1,15;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;24;5,86;1;0;1;t0413
kujawsko-pomorskie;œwiecki;40;4,04;4;1;3;t0414
