Województwo;Powiat/Miasto;Liczba przypadków;Liczba na 10 tys. mieszkañców;Zgony;Zgony w wyniku COVID bez chorób wspó³istniej¹cych;Zgony w wyniku COVID i chorób wspó³istniej¹cych;TERYT
Ca³y kraj;;9077;2,37;240;63;177;t0000
dolnoœl¹skie;boles³awiecki;8;0,89;0;0;0;t0201
dolnoœl¹skie;dzier¿oniowski;10;0,99;0;0;0;t0202
dolnoœl¹skie;g³ogowski;12;1,35;0;0;0;t0203
dolnoœl¹skie;górowski;6;1,73;0;0;0;t0204
dolnoœl¹skie;jaworski;11;2,2;0;0;0;t0205
dolnoœl¹skie;jeleniogórski;40;6,31;0;0;0;t0206
dolnoœl¹skie;kamiennogórski;4;0,93;0;0;0;t0207
dolnoœl¹skie;k³odzki;10;0,64;0;0;0;t0208
dolnoœl¹skie;legnicki;5;0,91;0;0;0;t0209
dolnoœl¹skie;lubañski;9;1,66;0;0;0;t0210
dolnoœl¹skie;lubiñski;3;0,28;0;0;0;t0211
dolnoœl¹skie;lwówecki;4;0,87;0;0;0;t0212
dolnoœl¹skie;milicki;8;2,17;0;0;0;t0213
dolnoœl¹skie;oleœnicki;17;1,58;0;0;0;t0214
dolnoœl¹skie;o³awski;15;1,95;5;4;1;t0215
dolnoœl¹skie;polkowicki;2;0,32;0;0;0;t0216
dolnoœl¹skie;strzeliñski;3;0,69;0;0;0;t0217
dolnoœl¹skie;œredzki;6;1,08;0;0;0;t0218
dolnoœl¹skie;œwidnicki;20;1,28;0;0;0;t0219
dolnoœl¹skie;trzebnicki;19;2,22;0;0;0;t0220
dolnoœl¹skie;wa³brzyski;10;1,8;0;0;0;t0221
dolnoœl¹skie;wo³owski;14;3;1;1;0;t0222
dolnoœl¹skie;wroc³awski;26;1,69;1;0;1;t0223
dolnoœl¹skie;z¹bkowicki;11;1,71;1;1;0;t0224
dolnoœl¹skie;zgorzelecki;7;0,79;0;0;0;t0225
dolnoœl¹skie;z³otoryjski;5;1,16;0;0;0;t0226
dolnoœl¹skie;Jelenia Góra;12;1,52;1;1;0;t0261
dolnoœl¹skie;Legnica;14;1,41;0;0;0;t0262
dolnoœl¹skie;Wroc³aw;153;2,38;0;0;0;t0264
dolnoœl¹skie;Wa³brzych;10;0,9;1;0;1;t0265
kujawsko-pomorskie;aleksandrowski;22;4;0;0;0;t0401
kujawsko-pomorskie;brodnicki;25;3,16;0;0;0;t0402
kujawsko-pomorskie;bydgoski;41;3,43;3;3;0;t0403
kujawsko-pomorskie;che³miñski;38;7,33;0;0;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;9;2;0;0;0;t0405
kujawsko-pomorskie;grudzi¹dzki;15;3,73;2;2;0;t0406
kujawsko-pomorskie;inowroc³awski;89;5,59;2;1;1;t0407
kujawsko-pomorskie;lipnowski;6;0,91;0;0;0;t0408
kujawsko-pomorskie;mogileñski;13;2,86;0;0;0;t0409
kujawsko-pomorskie;nakielski;36;4,18;2;1;1;t0410
kujawsko-pomorskie;radziejowski;10;2,49;0;0;0;t0411
kujawsko-pomorskie;rypiñski;8;1,84;0;0;0;t0412
kujawsko-pomorskie;sêpoleñski;8;1,95;0;0;0;t0413
kujawsko-pomorskie;œwiecki;24;2,43;2;0;2;t0414
kujawsko-pomorskie;toruñski;43;3,95;0;0;0;t0415
kujawsko-pomorskie;tucholski;11;2,28;1;0;1;t0416
kujawsko-pomorskie;w¹brzeski;6;1,76;0;0;0;t0417
kujawsko-pomorskie;w³oc³awski;12;1,4;4;1;3;t0418
kujawsko-pomorskie;¿niñski;24;3,43;0;0;0;t0419
kujawsko-pomorskie;Bydgoszcz;150;4,33;7;3;4;t0461
kujawsko-pomorskie;Grudzi¹dz;37;3,93;1;1;0;t0462
kujawsko-pomorskie;Toruñ;108;5,37;1;0;1;t0463
kujawsko-pomorskie;W³oc³awek;32;2,93;2;0;2;t0464
lubelskie;bialski;15;1,36;1;0;1;t0601
lubelskie;bi³gorajski;2;0,2;2;1;1;t0602
lubelskie;che³mski;7;0,9;0;0;0;t0603
lubelskie;hrubieszowski;1;0,16;2;1;1;t0604
lubelskie;janowski;1;0,22;0;0;0;t0605
lubelskie;krasnostawski;17;2,7;2;0;2;t0606
lubelskie;kraœnicki;14;1,47;10;0;10;t0607
lubelskie;lubartowski;7;0,79;1;1;0;t0608
lubelskie;lubelski;29;1,86;0;0;0;t0609
lubelskie;³êczyñski;14;2,44;0;0;0;t0610
lubelskie;³ukowski;21;1,97;0;0;0;t0611
lubelskie;opolski;6;1,02;1;0;1;t0612
lubelskie;parczewski;3;0,87;0;0;0;t0613
lubelskie;pu³awski;22;1,95;0;0;0;t0614
lubelskie;radzyñski;1;0,17;1;0;1;t0615
lubelskie;rycki;12;2,15;0;0;0;t0616
lubelskie;œwidnicki;31;4,32;7;0;7;t0617
lubelskie;tomaszowski;2;0,24;0;0;0;t0618
lubelskie;w³odawski;6;1,57;1;0;1;t0619
lubelskie;zamojski;6;0,57;0;0;0;t0620
lubelskie;Bia³a Podlaska;15;2,62;0;0;0;t0661
lubelskie;Che³m;19;3,09;1;1;0;t0662
lubelskie;Lublin;94;2,77;0;0;0;t0663
lubelskie;Zamoœæ;12;1,9;0;0;0;t0664
lubuskie;gorzowski;22;3,05;0;0;0;t0801
lubuskie;kroœnieñski;26;4,75;0;0;0;t0802
lubuskie;miêdzyrzecki;27;4,71;0;0;0;t0803
lubuskie;nowosolski;16;1,86;1;1;0;t0804
lubuskie;s³ubicki;22;4,69;0;0;0;t0805
lubuskie;strzelecko-drezdenecki;23;4,71;0;0;0;t0806
lubuskie;sulêciñski;22;6,27;0;0;0;t0807
lubuskie;œwiebodziñski;18;3,23;0;0;0;t0808
lubuskie;zielonogórski;29;3,83;0;0;0;t0809
lubuskie;¿agañski;10;1,27;0;0;0;t0810
lubuskie;¿arski;25;2,61;0;0;0;t0811
lubuskie;wschowski;5;1,29;0;0;0;t0812
lubuskie;Gorzów Wielkopolski;33;2,68;0;0;0;t0861
lubuskie;Zielona Góra;73;5,17;0;0;0;t0862
³ódzkie;be³chatowski;10;0,89;0;0;0;t1001
³ódzkie;kutnowski;14;1,46;4;4;0;t1002
³ódzkie;³aski;17;3,41;0;0;0;t1003
³ódzkie;³êczycki;5;1,01;0;0;0;t1004
³ódzkie;³owicki;8;1,03;0;0;0;t1005
³ódzkie;³ódzki wschodni;21;2,9;0;0;0;t1006
³ódzkie;opoczyñski;7;0,92;0;0;0;t1007
³ódzkie;pabianicki;73;6,12;0;0;0;t1008
³ódzkie;pajêczañski;6;1,17;0;0;0;t1009
³ódzkie;piotrkowski;20;2,19;0;0;0;t1010
³ódzkie;poddêbicki;9;2,19;0;0;0;t1011
³ódzkie;radomszczañski;19;1,69;0;0;0;t1012
³ódzkie;rawski;4;0,82;1;0;1;t1013
³ódzkie;sieradzki;21;1,79;0;0;0;t1014
³ódzkie;skierniewicki;4;1,05;0;0;0;t1015
³ódzkie;tomaszowski;28;2,41;0;0;0;t1016
³ódzkie;wieluñski;11;1,45;0;0;0;t1017
³ódzkie;wieruszowski;5;1,19;0;0;0;t1018
³ódzkie;zduñskowolski;10;1,51;1;0;1;t1019
³ódzkie;zgierski;53;3,19;0;0;0;t1020
³ódzkie;brzeziñski;10;3,25;1;1;0;t1021
³ódzkie;£ódŸ;342;5,05;0;0;0;t1061
³ódzkie;Piotrków Trybunalski;27;3,71;3;2;1;t1062
³ódzkie;Skierniewice;15;3,13;0;0;0;t1063
ma³opolskie;bocheñski;1;0,09;0;0;0;t1201
ma³opolskie;brzeski;3;0,32;0;0;0;t1202
ma³opolskie;chrzanowski;7;0,56;0;0;0;t1203
ma³opolskie;d¹browski;0;0;0;0;0;t1204
ma³opolskie;gorlicki;1;0,09;0;0;0;t1205
ma³opolskie;krakowski;25;0,89;0;0;0;t1206
ma³opolskie;limanowski;7;0,53;1;1;0;t1207
ma³opolskie;miechowski;3;0,62;0;0;0;t1208
ma³opolskie;myœlenicki;7;0,55;1;0;1;t1209
ma³opolskie;nowos¹decki;2;0,09;0;0;0;t1210
ma³opolskie;nowotarski;3;0,16;0;0;0;t1211
ma³opolskie;olkuski;7;0,63;0;0;0;t1212
ma³opolskie;oœwiêcimski;17;1,11;0;0;0;t1213
ma³opolskie;proszowicki;1;0,23;0;0;0;t1214
ma³opolskie;suski;5;0,59;0;0;0;t1215
ma³opolskie;tarnowski;6;0,3;0;0;0;t1216
ma³opolskie;tatrzañski;1;0,15;0;0;0;t1217
ma³opolskie;wadowicki;7;0,44;0;0;0;t1218
ma³opolskie;wielicki;11;0,85;0;0;0;t1219
ma³opolskie;Kraków;81;1,04;6;3;3;t1261
ma³opolskie;Nowy S¹cz;7;0,84;0;0;0;t1262
ma³opolskie;Tarnów;8;0,74;0;0;0;t1263
mazowieckie;bia³obrzeski;5;1,5;0;0;0;t1401
mazowieckie;ciechanowski;11;1,23;0;0;0;t1402
